,BoundingBox_Width,BoundingBox_Height,BoundingBox_Left,BoundingBox_Top,AgeRange_Low,AgeRange_High,Smile_Value,Smile_Confidence,Eyeglasses_Value,Eyeglasses_Confidence,Sunglasses_Value,Sunglasses_Confidence,Gender_Value,Gender_Confidence,Beard_Value,Beard_Confidence,Mustache_Value,Mustache_Confidence,EyesOpen_Value,EyesOpen_Confidence,MouthOpen_Value,MouthOpen_Confidence,Emotions_SURPRISED_Confidence,Emotions_DISGUSTED_Confidence,Emotions_ANGRY_Confidence,Emotions_SAD_Confidence,Emotions_CALM_Confidence,Emotions_FEAR_Confidence,Emotions_HAPPY_Confidence,Emotions_CONFUSED_Confidence,Landmarks_eyeLeft_X,Landmarks_eyeLeft_Y,Landmarks_eyeRight_X,Landmarks_eyeRight_Y,Landmarks_mouthLeft_X,Landmarks_mouthLeft_Y,Landmarks_mouthRight_X,Landmarks_mouthRight_Y,Landmarks_nose_X,Landmarks_nose_Y,Landmarks_leftEyeBrowLeft_X,Landmarks_leftEyeBrowLeft_Y,Landmarks_leftEyeBrowRight_X,Landmarks_leftEyeBrowRight_Y,Landmarks_leftEyeBrowUp_X,Landmarks_leftEyeBrowUp_Y,Landmarks_rightEyeBrowLeft_X,Landmarks_rightEyeBrowLeft_Y,Landmarks_rightEyeBrowRight_X,Landmarks_rightEyeBrowRight_Y,Landmarks_rightEyeBrowUp_X,Landmarks_rightEyeBrowUp_Y,Landmarks_leftEyeLeft_X,Landmarks_leftEyeLeft_Y,Landmarks_leftEyeRight_X,Landmarks_leftEyeRight_Y,Landmarks_leftEyeUp_X,Landmarks_leftEyeUp_Y,Landmarks_leftEyeDown_X,Landmarks_leftEyeDown_Y,Landmarks_rightEyeLeft_X,Landmarks_rightEyeLeft_Y,Landmarks_rightEyeRight_X,Landmarks_rightEyeRight_Y,Landmarks_rightEyeUp_X,Landmarks_rightEyeUp_Y,Landmarks_rightEyeDown_X,Landmarks_rightEyeDown_Y,Landmarks_noseLeft_X,Landmarks_noseLeft_Y,Landmarks_noseRight_X,Landmarks_noseRight_Y,Landmarks_mouthUp_X,Landmarks_mouthUp_Y,Landmarks_mouthDown_X,Landmarks_mouthDown_Y,Landmarks_leftPupil_X,Landmarks_leftPupil_Y,Landmarks_rightPupil_X,Landmarks_rightPupil_Y,Landmarks_upperJawlineLeft_X,Landmarks_upperJawlineLeft_Y,Landmarks_midJawlineLeft_X,Landmarks_midJawlineLeft_Y,Landmarks_chinBottom_X,Landmarks_chinBottom_Y,Landmarks_midJawlineRight_X,Landmarks_midJawlineRight_Y,Landmarks_upperJawlineRight_X,Landmarks_upperJawlineRight_Y,Pose_Roll,Pose_Yaw,Pose_Pitch,Quality_Brightness,Quality_Sharpness,Confidence,FaceOccluded_Value,FaceOccluded_Confidence,EyeDirection_Yaw,EyeDirection_Pitch,EyeDirection_Confidence
train_05351_aligned.jpg,0.9092918634414673,1.0275501012802124,0.10241714119911194,-0.03944613039493561,1,5,False,99.91228485107422,False,99.99845886230469,False,99.99960327148438,Male,99.80957794189453,False,99.9431381225586,False,96.17516326904297,False,85.2852783203125,False,92.95099639892578,77.53811645507812,36.1572265625,3.64990234375,0.84686279296875,0.4730224609375,0.4344940185546875,0.0020563602447509766,0.0,0.33267688751220703,0.3029116690158844,0.7208395600318909,0.3248175382614136,0.37492239475250244,0.7204503417015076,0.7020233869552612,0.7428500652313232,0.411630243062973,0.5711989402770996,0.22711510956287384,0.19418855011463165,0.3687117099761963,0.19919905066490173,0.27812546491622925,0.16668879985809326,0.5899794101715088,0.2085465043783188,0.8981704115867615,0.2270442545413971,0.7232657670974731,0.1860089749097824,0.2787381410598755,0.294216513633728,0.40949276089668274,0.31281769275665283,0.32474085688591003,0.28451016545295715,0.3336728811264038,0.3228047490119934,0.6433361768722534,0.325256884098053,0.8040492534637451,0.32298168540000916,0.7140067219734192,0.3055512607097626,0.7179301381111145,0.34441620111465454,0.4114372730255127,0.5936862826347351,0.5549244284629822,0.6009573340415955,0.47529271245002747,0.6986553072929382,0.49420493841171265,0.8207017779350281,0.33267688751220703,0.3029116690158844,0.7208395600318909,0.3248175382614136,0.28737008571624756,0.25884711742401123,0.3542901575565338,0.7155072689056396,0.5515065789222717,1.020942211151123,1.0362547636032104,0.7451196908950806,1.1273505687713623,0.29516837000846863,0.6908639073371887,-23.63007164001465,-12.645730018615723,27.2816219329834,7.589449882507324,99.99830627441406,False,84.0062255859375,-15.73665714263916,-18.760618209838867,99.36753845214844
train_04426_aligned.jpg,0.9854525923728943,0.9986387491226196,0.006032981909811497,0.003359477035701275,22,30,False,99.97533416748047,True,92.22270965576172,False,99.95152282714844,Male,99.9999008178711,False,99.25955963134766,False,99.99754333496094,True,77.72486877441406,True,90.91255950927734,0.00216066837310791,0.0,0.00011920928955078125,0.0,0.0,100.0,0.0,0.0,0.2679210603237152,0.32437026500701904,0.718099057674408,0.32639655470848083,0.3014894723892212,0.7368107438087463,0.6785503625869751,0.7383642792701721,0.492371529340744,0.4919305443763733,0.10471329092979431,0.24554750323295593,0.3640655279159546,0.1809183955192566,0.23531952500343323,0.16807401180267334,0.6191777586936951,0.18175531923770905,0.8788835406303406,0.24811923503875732,0.7483398914337158,0.16996583342552185,0.18891984224319458,0.3290638327598572,0.3570803701877594,0.3289030194282532,0.267387717962265,0.3005352020263672,0.27051785588264465,0.34284356236457825,0.6281746029853821,0.33003196120262146,0.7957203388214111,0.3316280245780945,0.7177483439445496,0.30236324667930603,0.7144193053245544,0.3446778953075409,0.4067598283290863,0.5742434859275818,0.5704678297042847,0.5749011039733887,0.4880147874355316,0.6685963273048401,0.48663386702537537,0.8036084771156311,0.2679210603237152,0.32437026500701904,0.718099057674408,0.32639655470848083,0.007354542147368193,0.4113525152206421,0.09686779975891113,0.8582668900489807,0.4845312535762787,1.0468475818634033,0.8764013648033142,0.8615736365318298,0.9735687971115112,0.4147266745567322,0.27000099420547485,2.51570200920105,12.926738739013672,78.91606140136719,46.02980041503906,99.99996185302734,True,51.304405212402344,1.7507420778274536,-13.221479415893555,99.86077880859375
train_00782_aligned.jpg,0.9893973469734192,0.9869815111160278,0.0037651825696229935,-0.0061933733522892,0,3,False,99.30835723876953,False,97.36933898925781,False,99.99999237060547,Male,88.8239517211914,False,89.13285827636719,False,99.99079895019531,True,97.35061645507812,True,95.43075561523438,100.0,0.0,0.0,0.0,5.9604644775390625e-06,0.014543533325195312,0.0,0.0,0.268715500831604,0.3179195523262024,0.6989388465881348,0.317094624042511,0.30706989765167236,0.7176353335380554,0.6680991649627686,0.7175214290618896,0.4681515395641327,0.505777895450592,0.1169150248169899,0.23438683152198792,0.3522818684577942,0.1879771202802658,0.23213165998458862,0.17181092500686646,0.5961290597915649,0.18684543669223785,0.8574059009552002,0.23157735168933868,0.7225809693336487,0.16976703703403473,0.1953570693731308,0.3196922242641449,0.3539312779903412,0.3218879997730255,0.266853004693985,0.2962510883808136,0.27114295959472656,0.33601078391075134,0.6130424737930298,0.32119590044021606,0.7756363749504089,0.3183622658252716,0.6974250674247742,0.29515042901039124,0.6957094073295593,0.33507877588272095,0.3981357514858246,0.5693055391311646,0.5549414157867432,0.5688846707344055,0.47589245438575745,0.6624892950057983,0.47903046011924744,0.7895216345787048,0.268715500831604,0.3179195523262024,0.6989388465881348,0.317094624042511,0.04701320081949234,0.36543264985084534,0.13599686324596405,0.801240086555481,0.48836806416511536,1.0130279064178467,0.8821707367897034,0.7985785007476807,0.9712083339691162,0.3614133596420288,0.1102980524301529,-1.7980636358261108,6.73911190032959,82.25492858886719,60.49041748046875,100.0,False,99.14085388183594,-3.635280132293701,-11.961255073547363,99.98344421386719
train_00204_aligned.jpg,0.9933736324310303,0.9896476864814758,0.005025501362979412,0.00044894751044921577,0,4,False,99.40884399414062,True,76.2602310180664,False,100.0,Male,80.74816131591797,False,87.96803283691406,False,99.77124786376953,True,72.95027923583984,False,75.10086822509766,80.169921875,0.0002562999725341797,0.0,0.0,0.00057220458984375,38.3056640625,0.0,0.0,0.27302464842796326,0.32200634479522705,0.7082122564315796,0.3198051452636719,0.30455952882766724,0.7262020111083984,0.6699662804603577,0.7246406078338623,0.4787589907646179,0.5183405876159668,0.11763351410627365,0.23563595116138458,0.36168232560157776,0.19275639951229095,0.23902229964733124,0.17539916932582855,0.6083394885063171,0.19116485118865967,0.8668235540390015,0.23083630204200745,0.735133945941925,0.1723756343126297,0.1976517140865326,0.32312583923339844,0.358943372964859,0.3257633447647095,0.2717343866825104,0.3004578649997711,0.27504733204841614,0.34034550189971924,0.6210748553276062,0.32427340745925903,0.7847248911857605,0.3200860917568207,0.7073310613632202,0.29806941747665405,0.7046105861663818,0.3380928337574005,0.4025360345840454,0.5785300731658936,0.5612237453460693,0.5777965188026428,0.48042285442352295,0.6732032299041748,0.48059558868408203,0.8007828593254089,0.27302464842796326,0.32200634479522705,0.7082122564315796,0.3198051452636719,0.035847559571266174,0.3599792420864105,0.12107755988836288,0.8014212846755981,0.4837043285369873,1.0236430168151855,0.8759596943855286,0.7975420951843262,0.9707489013671875,0.35407134890556335,0.18390604853630066,-0.6395375728607178,4.613649368286133,97.53665924072266,73.32209777832031,99.9999771118164,False,99.71334075927734,-0.3811296224594116,-15.679817199707031,99.83094024658203
train_03662_aligned.jpg,0.9186399579048157,0.9669489860534668,0.06765371561050415,0.0005733490106649697,22,30,True,55.88983154296875,False,99.94821166992188,False,99.98530578613281,Male,93.67864990234375,True,83.44828796386719,True,83.95588684082031,True,78.91368865966797,True,65.07355499267578,16.86279296875,81.201171875,0.017595291137695312,0.00011920928955078125,6.689453125,4.00390625,9.934107220033184e-05,8.940696716308594e-05,0.27638670802116394,0.3369431793689728,0.6808950304985046,0.34213078022003174,0.30050116777420044,0.7293398380279541,0.6403892636299133,0.7354264855384827,0.40277335047721863,0.5557214617729187,0.1544860452413559,0.24258816242218018,0.33887970447540283,0.22267138957977295,0.23620747029781342,0.1996423900127411,0.568335771560669,0.22441436350345612,0.8517102599143982,0.250151127576828,0.6979339718818665,0.20372287929058075,0.2142229676246643,0.3335326313972473,0.3566187024116516,0.34204936027526855,0.2722616195678711,0.3173549175262451,0.27778369188308716,0.35461148619651794,0.6002365350723267,0.34485501050949097,0.7603835463523865,0.3407104015350342,0.6773043274879456,0.3222824037075043,0.6773988604545593,0.35998520255088806,0.37023594975471497,0.596057116985321,0.518291175365448,0.5982269048690796,0.4363974332809448,0.6911135911941528,0.4440046548843384,0.8104766607284546,0.27638670802116394,0.3369431793689728,0.6808950304985046,0.34213078022003174,0.15061599016189575,0.3332263231277466,0.21355709433555603,0.7633656859397888,0.4722498655319214,1.01408052444458,0.918056309223175,0.7722727060317993,1.0214496850967407,0.34194880723953247,-1.4875835180282593,-13.27987289428711,-1.7677147388458252,66.91600799560547,4.3748369216918945,99.9999771118164,False,99.9886703491211,-11.885961532592773,-4.019856929779053,99.86820983886719
train_06422_aligned.jpg,0.9497952461242676,1.0211942195892334,0.04187961667776108,-0.00478663993999362,21,29,False,78.93058013916016,False,96.05506896972656,False,99.9933090209961,Female,99.99859619140625,False,99.96745300292969,False,99.99999237060547,True,93.368408203125,True,89.10611724853516,99.4517593383789,5.364418029785156e-05,0.0,0.0,0.0,1.519012451171875,7.947286576381885e-06,2.384185791015625e-05,0.2520536482334137,0.3150915503501892,0.6848713755607605,0.33210331201553345,0.2917620539665222,0.7436354756355286,0.6566567420959473,0.761435866355896,0.3633735775947571,0.5680399537086487,0.1298656016588211,0.2096431851387024,0.3049660921096802,0.19822368025779724,0.2002846896648407,0.16935625672340393,0.5502737164497375,0.20533829927444458,0.874480664730072,0.23507405817508698,0.6936938762664795,0.18423733115196228,0.18964827060699463,0.3092986047267914,0.3381892442703247,0.3238861858844757,0.24559111893177032,0.2947712242603302,0.25391942262649536,0.3352876603603363,0.598625659942627,0.3335178792476654,0.7738062143325806,0.33175480365753174,0.6788024306297302,0.31109753251075745,0.6814061999320984,0.3521571755409241,0.3478459119796753,0.6058945655822754,0.5063334107398987,0.6117165088653564,0.4189041256904602,0.7116276621818542,0.4344330132007599,0.8411147594451904,0.2520536482334137,0.3150915503501892,0.6848713755607605,0.33210331201553345,0.16580629348754883,0.2996833622455597,0.23885998129844666,0.7702141404151917,0.48354873061180115,1.0589336156845093,0.9914535284042358,0.7940965294837952,1.095502495765686,0.32805755734443665,-0.9613463282585144,-19.856538772583008,-2.203883647918701,67.62315368652344,46.02980041503906,99.99998474121094,False,99.82941436767578,8.399008750915527,-8.228404998779297,99.95854949951172
train_06738_aligned.jpg,0.8709791302680969,0.910755455493927,-0.005032129120081663,-0.008377880789339542,24,32,False,93.44647216796875,False,99.85279083251953,False,99.9789810180664,Female,98.26873779296875,False,99.4095230102539,False,99.99979400634766,True,56.978057861328125,True,86.62596130371094,97.60142517089844,0.0074803829193115234,0.015115737915039062,0.07152557373046875,0.38814544677734375,3.5003662109375,0.06796519458293915,2.5970458984375,0.1313517540693283,0.21381139755249023,0.5069976449012756,0.21832314133644104,0.16212594509124756,0.6166976094245911,0.47868478298187256,0.6213464140892029,0.26873937249183655,0.42332011461257935,0.01398601196706295,0.12640419602394104,0.19389352202415466,0.09579211473464966,0.09543056786060333,0.07522538304328918,0.40754464268684387,0.09752871841192245,0.660245954990387,0.13377219438552856,0.5249910950660706,0.07927274703979492,0.07213336229324341,0.21323300898075104,0.20676518976688385,0.21996717154979706,0.1284201294183731,0.19376851618289948,0.1337728053331375,0.23261193931102753,0.43276530504226685,0.22259093821048737,0.5793783664703369,0.21957248449325562,0.5044701099395752,0.19821001589298248,0.5047366619110107,0.23734235763549805,0.2298474758863449,0.4737735390663147,0.3680495321750641,0.47558021545410156,0.29456236958503723,0.5685960054397583,0.30154451727867126,0.692697286605835,0.1313517540693283,0.21381139755249023,0.5069976449012756,0.21832314133644104,-0.005782903637737036,0.23750920593738556,0.06021673604846001,0.6680911183357239,0.3239273428916931,0.9037976264953613,0.7169166803359985,0.6761125922203064,0.8030068874359131,0.24600054323673248,-1.080379605293274,-11.77678108215332,0.7589561939239502,95.63156127929688,38.89601135253906,99.99989318847656,True,99.98115539550781,-8.200763702392578,-8.521834373474121,99.73110961914062
train_03888_aligned.jpg,0.9562603235244751,1.004278302192688,0.011541576124727726,-0.00971603486686945,0,3,False,99.3096923828125,True,52.57582092285156,False,99.99104309082031,Male,95.5612564086914,False,99.80208587646484,False,99.94196319580078,True,93.53819274902344,True,92.44993591308594,100.0,0.0,1.7881393432617188e-05,0.0,0.0,0.00017881393432617188,1.1920928955078125e-05,0.0,0.27795353531837463,0.31300461292266846,0.7057123780250549,0.3221094012260437,0.29944297671318054,0.714449405670166,0.6590813994407654,0.7218821048736572,0.501162588596344,0.5344234704971313,0.11748006194829941,0.216394305229187,0.37674757838249207,0.19491153955459595,0.2517939507961273,0.17062903940677643,0.6193073987960815,0.19999244809150696,0.8547458052635193,0.2308884859085083,0.7397600412368774,0.18079085648059845,0.2002168595790863,0.30954083800315857,0.36199820041656494,0.3188975155353546,0.278344064950943,0.2927805185317993,0.27929574251174927,0.3314223885536194,0.6197442412376404,0.3242446482181549,0.7777138352394104,0.32154569029808044,0.7067216634750366,0.3017042875289917,0.7018765211105347,0.3401414453983307,0.40851330757141113,0.578909158706665,0.5648529529571533,0.5821026563644409,0.48529040813446045,0.6765199899673462,0.4787074625492096,0.7999130487442017,0.27795353531837463,0.31300461292266846,0.7057123780250549,0.3221094012260437,0.0033249801490455866,0.3120901584625244,0.081059530377388,0.7551466226577759,0.4649592936038971,1.0108956098556519,0.8244091272354126,0.770118772983551,0.9233425855636597,0.3303459882736206,0.7375151515007019,4.328081130981445,-0.1837686151266098,82.41566467285156,46.02980041503906,99.9999771118164,False,99.54952239990234,-0.7154659032821655,-14.208905220031738,99.95960998535156
train_07121_aligned.jpg,0.9597615599632263,0.9403888583183289,0.08629011362791061,0.01202358677983284,3,9,False,83.38199615478516,True,92.87162780761719,False,99.99700927734375,Male,71.13029479980469,True,70.3073501586914,False,98.86456298828125,False,90.95669555664062,False,54.20209884643555,96.07662200927734,0.002193450927734375,0.007075071334838867,2.30712890625,8.758544921875,0.06303787231445312,0.007553895469754934,0.037670135498046875,0.2984616160392761,0.30986925959587097,0.7115672826766968,0.2975867688655853,0.3511781394481659,0.723944902420044,0.7000711560249329,0.716306209564209,0.42618024349212646,0.5622515082359314,0.17315495014190674,0.2108309417963028,0.3485245406627655,0.19798699021339417,0.2452523112297058,0.1741696298122406,0.5827295184135437,0.18919643759727478,0.8842688202857971,0.18693119287490845,0.7163743376731873,0.15696097910404205,0.23684635758399963,0.3066108822822571,0.3806871473789215,0.3127225637435913,0.2920704782009125,0.29131048917770386,0.30087870359420776,0.32941222190856934,0.629315972328186,0.30482983589172363,0.7947335839271545,0.2898523807525635,0.705702543258667,0.278534859418869,0.709177553653717,0.3174475133419037,0.4054046869277954,0.5908597707748413,0.5570363998413086,0.5863049030303955,0.4784625768661499,0.6900326013565063,0.49647587537765503,0.8127702474594116,0.2984616160392761,0.30986925959587097,0.7115672826766968,0.2975867688655853,0.19508682191371918,0.27924132347106934,0.2854782044887543,0.7320022583007812,0.5464513301849365,1.0139570236206055,1.004959225654602,0.707343578338623,1.0829607248306274,0.24716433882713318,-0.8645275235176086,-20.612146377563477,-14.585687637329102,53.64348220825195,16.49492073059082,99.99993133544922,False,98.33427429199219,-21.351408004760742,-28.102163314819336,99.22539520263672
train_00111_aligned.jpg,0.989356279373169,0.994391679763794,-0.0025690936017781496,-0.008058845065534115,0,3,False,93.22494506835938,False,99.9605941772461,False,99.99156951904297,Female,97.14733123779297,False,99.99523162841797,False,99.99996948242188,True,78.99114227294922,True,88.31267547607422,1.7518997192382812,0.02397298812866211,0.0003516674041748047,0.0025272369384765625,0.0009775161743164062,99.21875,0.0018994013080373406,0.0,0.2564725875854492,0.32059767842292786,0.6884437799453735,0.3151324987411499,0.2865544557571411,0.7251465320587158,0.6488925218582153,0.7202878594398499,0.4729299545288086,0.5101749897003174,0.0984371080994606,0.2360316514968872,0.3493780493736267,0.18832875788211823,0.2252807468175888,0.17256973683834076,0.5943900346755981,0.18524973094463348,0.8424818515777588,0.22631484270095825,0.7181368470191956,0.1665617972612381,0.1800420731306076,0.3227394223213196,0.34185656905174255,0.3234461545944214,0.25593531131744385,0.29862961173057556,0.2586441934108734,0.3386894166469574,0.6020928621292114,0.3201103210449219,0.7628896236419678,0.31544074416160583,0.6883651614189148,0.2930998206138611,0.6850479245185852,0.33324134349823,0.38961148262023926,0.5737206935882568,0.5472358465194702,0.5719143152236938,0.4678133428096771,0.6675085425376892,0.46597152948379517,0.7957037091255188,0.2564725875854492,0.32059767842292786,0.6884437799453735,0.3151324987411499,0.001671693753451109,0.36636602878570557,0.08740415424108505,0.8065599203109741,0.46297961473464966,1.0207610130310059,0.8377992510795593,0.7983744144439697,0.930645763874054,0.3549988865852356,0.7219079732894897,2.867997884750366,7.442468643188477,91.15533447265625,16.49492073059082,99.99993133544922,False,98.76191711425781,-0.3128151297569275,-7.981719017028809,99.86869812011719
