,BoundingBox_Width,BoundingBox_Height,BoundingBox_Left,BoundingBox_Top,AgeRange_Low,AgeRange_High,Smile_Value,Smile_Confidence,Eyeglasses_Value,Eyeglasses_Confidence,Sunglasses_Value,Sunglasses_Confidence,Gender_Value,Gender_Confidence,Beard_Value,Beard_Confidence,Mustache_Value,Mustache_Confidence,EyesOpen_Value,EyesOpen_Confidence,MouthOpen_Value,MouthOpen_Confidence,Emotions_CALM_Confidence,Emotions_DISGUSTED_Confidence,Emotions_ANGRY_Confidence,Emotions_FEAR_Confidence,Emotions_SURPRISED_Confidence,Emotions_SAD_Confidence,Emotions_CONFUSED_Confidence,Emotions_HAPPY_Confidence,Landmarks_eyeLeft_X,Landmarks_eyeLeft_Y,Landmarks_eyeRight_X,Landmarks_eyeRight_Y,Landmarks_mouthLeft_X,Landmarks_mouthLeft_Y,Landmarks_mouthRight_X,Landmarks_mouthRight_Y,Landmarks_nose_X,Landmarks_nose_Y,Landmarks_leftEyeBrowLeft_X,Landmarks_leftEyeBrowLeft_Y,Landmarks_leftEyeBrowRight_X,Landmarks_leftEyeBrowRight_Y,Landmarks_leftEyeBrowUp_X,Landmarks_leftEyeBrowUp_Y,Landmarks_rightEyeBrowLeft_X,Landmarks_rightEyeBrowLeft_Y,Landmarks_rightEyeBrowRight_X,Landmarks_rightEyeBrowRight_Y,Landmarks_rightEyeBrowUp_X,Landmarks_rightEyeBrowUp_Y,Landmarks_leftEyeLeft_X,Landmarks_leftEyeLeft_Y,Landmarks_leftEyeRight_X,Landmarks_leftEyeRight_Y,Landmarks_leftEyeUp_X,Landmarks_leftEyeUp_Y,Landmarks_leftEyeDown_X,Landmarks_leftEyeDown_Y,Landmarks_rightEyeLeft_X,Landmarks_rightEyeLeft_Y,Landmarks_rightEyeRight_X,Landmarks_rightEyeRight_Y,Landmarks_rightEyeUp_X,Landmarks_rightEyeUp_Y,Landmarks_rightEyeDown_X,Landmarks_rightEyeDown_Y,Landmarks_noseLeft_X,Landmarks_noseLeft_Y,Landmarks_noseRight_X,Landmarks_noseRight_Y,Landmarks_mouthUp_X,Landmarks_mouthUp_Y,Landmarks_mouthDown_X,Landmarks_mouthDown_Y,Landmarks_leftPupil_X,Landmarks_leftPupil_Y,Landmarks_rightPupil_X,Landmarks_rightPupil_Y,Landmarks_upperJawlineLeft_X,Landmarks_upperJawlineLeft_Y,Landmarks_midJawlineLeft_X,Landmarks_midJawlineLeft_Y,Landmarks_chinBottom_X,Landmarks_chinBottom_Y,Landmarks_midJawlineRight_X,Landmarks_midJawlineRight_Y,Landmarks_upperJawlineRight_X,Landmarks_upperJawlineRight_Y,Pose_Roll,Pose_Yaw,Pose_Pitch,Quality_Brightness,Quality_Sharpness,Confidence,FaceOccluded_Value,FaceOccluded_Confidence,EyeDirection_Yaw,EyeDirection_Pitch,EyeDirection_Confidence
train_07915_aligned.jpg,0.9954452514648438,0.9907569885253906,0.0026709174271672964,-0.025628916919231415,0,3,False,99.9526596069336,True,96.5475082397461,False,99.95408630371094,Male,96.5392074584961,False,80.78129577636719,False,96.1534652709961,True,94.31874084472656,False,93.55522155761719,81.6015625,5.06591796875,4.608154296875,1.444244384765625,1.3484954833984375,0.046944618225097656,0.00011324882507324219,0.0,0.27128684520721436,0.3292165994644165,0.7189241647720337,0.33040308952331543,0.3050384819507599,0.7266607880592346,0.6800076365470886,0.7278478145599365,0.4838045537471771,0.5043668150901794,0.11286244541406631,0.24662676453590393,0.3633952736854553,0.1938343048095703,0.23743030428886414,0.17899882793426514,0.616661012172699,0.1940598487854004,0.8828029632568359,0.24776016175746918,0.7469555139541626,0.1797398030757904,0.19427846372127533,0.3316548466682434,0.36005574464797974,0.3328864574432373,0.27026158571243286,0.30659979581832886,0.2739087641239166,0.3466838002204895,0.6296423077583313,0.3334861099720001,0.7975775003433228,0.33314239978790283,0.7180309295654297,0.307574599981308,0.7153427004814148,0.3477487862110138,0.4059849679470062,0.5748670101165771,0.5685356259346008,0.57529616355896,0.4858311414718628,0.6673489212989807,0.4862671196460724,0.7956330180168152,0.27128684520721436,0.3292165994644165,0.7189241647720337,0.33040308952331543,0.02958221733570099,0.3897033929824829,0.11759921163320541,0.8255722522735596,0.4894389808177948,1.0253214836120605,0.8918747901916504,0.8276439905166626,0.9899108409881592,0.3912214934825897,0.03679006174206734,-1.125022292137146,11.14902400970459,93.3327407836914,53.330047607421875,99.99998474121094,False,99.5079574584961,-5.9792094230651855,-16.3693904876709,99.96449279785156
train_06990_aligned.jpg,0.896382749080658,0.9692051410675049,0.03226283937692642,-0.01007749792188406,35,43,False,99.36488342285156,False,99.99927520751953,False,99.99999237060547,Female,97.04395294189453,False,98.98854064941406,False,99.99990844726562,False,92.00596618652344,False,98.11048126220703,0.0,0.0,5.9604644775390625e-05,3.5762786865234375e-05,0.0,100.0,0.0,0.0,0.27061477303504944,0.33624598383903503,0.6905422806739807,0.33754849433898926,0.2985771596431732,0.737824559211731,0.6529033780097961,0.739480197429657,0.4656982421875,0.6106757521629333,0.12026388198137283,0.22428178787231445,0.35565003752708435,0.23683756589889526,0.23761390149593353,0.20486006140708923,0.5934036374092102,0.23711498081684113,0.8442997932434082,0.2249024361371994,0.7161944508552551,0.20540569722652435,0.19748324155807495,0.32721057534217834,0.3531881272792816,0.34074172377586365,0.26911887526512146,0.3190590739250183,0.27181705832481384,0.3549850583076477,0.606109082698822,0.34128764271736145,0.7649410367012024,0.32879874110221863,0.6897518634796143,0.3201347589492798,0.6871567368507385,0.3561536371707916,0.3927299976348877,0.6216619610786438,0.5467172265052795,0.6220986843109131,0.46787798404693604,0.7226945757865906,0.46756064891815186,0.8381045460700989,0.27061477303504944,0.33624598383903503,0.6905422806739807,0.33754849433898926,0.042703673243522644,0.25678712129592896,0.12252985686063766,0.7064111828804016,0.470679372549057,1.0236449241638184,0.8535398244857788,0.7071731686592102,0.9458881616592407,0.2571059465408325,-0.0039628641679883,0.47937890887260437,-23.077529907226562,95.26087951660156,78.64350128173828,99.99982452392578,False,99.56192016601562,6.966311931610107,-23.353275299072266,99.1990966796875
train_05870_aligned.jpg,0.9427855014801025,0.9891389608383179,0.0006742668338119984,-0.016585245728492737,32,40,False,99.6673583984375,False,99.6176986694336,False,100.0,Male,99.80621337890625,False,99.989990234375,False,99.99994659423828,True,68.88981628417969,False,67.93630981445312,1.7364501953125,74.70703125,5.9604644775390625e-06,23.53515625,0.0003129243850708008,0.00712275505065918,0.0,0.0,0.2502416968345642,0.31239062547683716,0.6881586313247681,0.3192073702812195,0.26841235160827637,0.7275716662406921,0.6360387206077576,0.7329411506652832,0.4651702642440796,0.5268127918243408,0.09131098538637161,0.21702514588832855,0.3483804762363434,0.18489162623882294,0.22271297872066498,0.1627388596534729,0.5969063639640808,0.188750222325325,0.8462943434715271,0.22824691236019135,0.722690761089325,0.17064988613128662,0.172267347574234,0.3107188642024994,0.33648478984832764,0.3178204596042633,0.2502509653568268,0.29068928956985474,0.25165024399757385,0.33110713958740234,0.600378155708313,0.3218468129634857,0.7634634971618652,0.3199383020401001,0.6888043284416199,0.2974208891391754,0.6841804385185242,0.3377437889575958,0.37772080302238464,0.5807651281356812,0.5377938747406006,0.5834000110626221,0.45449110865592957,0.6801775097846985,0.44862881302833557,0.8093523383140564,0.2502416968345642,0.31239062547683716,0.6881586313247681,0.3192073702812195,-0.012565911747515202,0.3315386176109314,0.061645522713661194,0.786272406578064,0.4384053349494934,1.0330885648727417,0.8235018849372864,0.7991108894348145,0.9301797747612,0.3462601602077484,-0.09328440576791763,3.2451798915863037,5.165350437164307,91.7789306640625,7.589449882507324,99.99998474121094,False,99.7116928100586,3.2757656574249268,-5.906042098999023,99.8055648803711
train_05695_aligned.jpg,1.020137906074524,1.0097262859344482,-0.008447685278952122,-0.008135478012263775,0,3,False,91.515625,False,99.99960327148438,False,100.0,Male,98.92281341552734,False,99.94599914550781,False,99.9948959350586,True,88.61444854736328,True,66.59217834472656,0.6622314453125,0.1926422119140625,0.07729530334472656,30.029296875,63.3770637512207,43.6767578125,1.1920928955078125e-05,0.034936271607875824,0.26001909375190735,0.32753998041152954,0.7110203504562378,0.3231498599052429,0.29888859391212463,0.7525563836097717,0.6780661940574646,0.748181939125061,0.5081111788749695,0.5564168691635132,0.08693361282348633,0.2289450764656067,0.36135825514793396,0.19928617775440216,0.22811967134475708,0.17728078365325928,0.6171629428863525,0.1966126412153244,0.8644635081291199,0.22012771666049957,0.7427929639816284,0.17195601761341095,0.1776743084192276,0.3260928690433502,0.3491094708442688,0.33075281977653503,0.2599567472934723,0.3060576915740967,0.2624596059322357,0.34680506587028503,0.6208958625793457,0.3279864490032196,0.7866331338882446,0.31980714201927185,0.7116395831108093,0.3014114499092102,0.7080323696136475,0.3421100974082947,0.4101477563381195,0.6050646901130676,0.5750820636749268,0.6031969785690308,0.49528881907463074,0.7060818672180176,0.492853045463562,0.8367750644683838,0.26001909375190735,0.32753998041152954,0.7110203504562378,0.3231498599052429,-0.03351832553744316,0.332014799118042,0.06581462174654007,0.7992135882377625,0.4849063456058502,1.0599290132522583,0.850364089012146,0.7906177639961243,0.9371106028556824,0.32121527194976807,0.807767927646637,5.331178665161133,-4.145417213439941,70.70340728759766,38.89601135253906,99.99996185302734,True,99.99992370605469,1.5374529361724854,-14.957329750061035,99.92884063720703
train_07318_aligned.jpg,1.0132595300674438,1.0099602937698364,-0.0005701160407625139,-0.010675557889044285,0,3,False,98.82124328613281,False,99.99483489990234,False,100.0,Male,99.64253997802734,False,99.99571228027344,False,99.89098358154297,False,70.74195098876953,True,67.30236053466797,0.0,0.0013172626495361328,0.07500648498535156,0.3322601318359375,2.9802322387695312e-05,99.90234375,0.0,0.0,0.25075608491897583,0.3195851445198059,0.7084058523178101,0.3262035846710205,0.2901109755039215,0.7497226595878601,0.6758174896240234,0.7564825415611267,0.4472944736480713,0.573360025882721,0.09470200538635254,0.21237359941005707,0.3349722623825073,0.1991613209247589,0.21008381247520447,0.17136812210083008,0.5939744710922241,0.20161186158657074,0.8822044134140015,0.22104576230049133,0.731159508228302,0.1765698492527008,0.1744929850101471,0.3144684135913849,0.34144100546836853,0.3255724310874939,0.24806436896324158,0.29899632930755615,0.2530045807361603,0.3395466208457947,0.6169779896736145,0.3291703462600708,0.7920714616775513,0.32290810346603394,0.7061203718185425,0.3051053583621979,0.7049998641014099,0.3458477854728699,0.3815772235393524,0.6108826398849487,0.548753023147583,0.61293625831604,0.4630114436149597,0.7162718176841736,0.46789777278900146,0.8463428020477295,0.25075608491897583,0.3195851445198059,0.7084058523178101,0.3262035846710205,0.03823324665427208,0.296823114156723,0.128203883767128,0.7734456658363342,0.48374253511428833,1.064883828163147,0.9222151041030884,0.7815477252006531,1.0205051898956299,0.3062063753604889,-0.35995587706565857,-5.096461772918701,-2.9371025562286377,84.8063735961914,53.330047607421875,100.0,True,82.09398651123047,5.428890228271484,-18.8814640045166,99.557861328125
train_05313_aligned.jpg,0.9516485333442688,0.9890319108963013,0.006959037855267525,-0.008441883139312267,19,27,False,99.8212661743164,False,97.8788070678711,False,100.0,Female,99.96340942382812,False,99.94426727294922,False,99.99999237060547,True,70.66357421875,False,94.68463134765625,0.22525787353515625,0.0040471553802490234,0.006318092346191406,0.38166046142578125,2.9802322387695312e-05,99.853515625,1.1920928955078125e-05,0.0,0.27391940355300903,0.33269786834716797,0.6989362835884094,0.33305132389068604,0.2965618371963501,0.7196345329284668,0.653921365737915,0.7195717692375183,0.4967886805534363,0.5515283942222595,0.11412977427244186,0.23786713182926178,0.37182047963142395,0.21892596781253815,0.24765388667583466,0.19596333801746368,0.6123661994934082,0.2193128615617752,0.8462049961090088,0.23787184059619904,0.7316916584968567,0.19667638838291168,0.1967679262161255,0.32937222719192505,0.3574580252170563,0.33641061186790466,0.27432507276535034,0.3134147524833679,0.2753988802433014,0.35025691986083984,0.6135019063949585,0.33653807640075684,0.7703521847724915,0.32979121804237366,0.6998162269592285,0.3136961758136749,0.6951898336410522,0.35045015811920166,0.40544629096984863,0.5904049277305603,0.5604681968688965,0.5906360149383545,0.48204392194747925,0.6842507719993591,0.4761916995048523,0.8022644519805908,0.27391940355300903,0.33269786834716797,0.6989362835884094,0.33305132389068604,0.0011701042531058192,0.3206527829170227,0.08141211420297623,0.7504283785820007,0.4638690650463104,1.002981424331665,0.8184346556663513,0.7515390515327454,0.9140108227729797,0.3213335871696472,0.5785258412361145,3.52671217918396,-5.227532863616943,61.622554779052734,38.89601135253906,99.9999771118164,False,99.88287353515625,0.22674646973609924,-14.37830924987793,99.816650390625
train_07584_aligned.jpg,1.038580298423767,0.982461154460907,0.002904968336224556,0.022987620905041695,6,12,False,71.01041412353516,False,99.99720001220703,False,99.99998474121094,Female,92.77854919433594,False,99.47679138183594,False,99.80004119873047,False,99.97279357910156,False,89.21245574951172,2.384185791015625e-05,84.228515625,0.0010132789611816406,0.003427267074584961,0.0001043081283569336,15.75927734375,0.0,0.0,0.2688368260860443,0.32148370146751404,0.7324337959289551,0.3300841450691223,0.2897661626338959,0.7537503838539124,0.6802814602851868,0.7603285312652588,0.5133346319198608,0.575828492641449,0.0949774757027626,0.21158702671527863,0.37797629833221436,0.19937658309936523,0.2421884387731552,0.1704307347536087,0.640655517578125,0.20421811938285828,0.8938612341880798,0.22523798048496246,0.7706739902496338,0.18019767105579376,0.18427160382270813,0.31574705243110657,0.36011937260627747,0.32740482687950134,0.26963770389556885,0.30044716596603394,0.27038508653640747,0.3412652909755707,0.6394645571708679,0.332446813583374,0.8102146983146667,0.32714787125587463,0.7339041829109192,0.30886828899383545,0.7284705638885498,0.34946906566619873,0.41085806488990784,0.6137765645980835,0.5803569555282593,0.6168359518051147,0.4939919412136078,0.7202497720718384,0.48594510555267334,0.8512371182441711,0.2688368260860443,0.32148370146751404,0.7324337959289551,0.3300841450691223,-0.03251266106963158,0.2954813838005066,0.05020321533083916,0.7756401896476746,0.46883243322372437,1.071417212486267,0.8556103706359863,0.7903764247894287,0.9641060829162598,0.3130381405353546,0.4921499788761139,8.749775886535645,-9.071511268615723,87.63976287841797,5.775668621063232,99.99998474121094,True,77.57859802246094,6.887844085693359,-9.538082122802734,74.17854309082031
train_08400_aligned.jpg,0.9175848364830017,1.026031494140625,0.12101888656616211,-0.013443163596093655,0,4,False,99.48291015625,False,99.99314880371094,False,99.99818420410156,Male,99.29473876953125,False,99.66472625732422,False,99.82925415039062,False,99.99266052246094,False,72.19711303710938,0.036787986755371094,0.1003265380859375,97.900390625,0.01703500747680664,4.82940673828125,0.020551681518554688,0.0,0.003286202671006322,0.3015913963317871,0.22643786668777466,0.6900705099105835,0.27315014600753784,0.25914672017097473,0.7038367986679077,0.5842577219009399,0.7476254105567932,0.27140355110168457,0.4574565887451172,0.2399274855852127,0.12791875004768372,0.3399773836135864,0.09004122018814087,0.26500365138053894,0.06129881367087364,0.5621217489242554,0.1154148131608963,0.9086104035377502,0.20963329076766968,0.7114530801773071,0.11347070336341858,0.2577340304851532,0.2242392599582672,0.37936753034591675,0.24401767551898956,0.29532384872436523,0.20193633437156677,0.3002171218395233,0.24941356480121613,0.612750768661499,0.27200615406036377,0.7826031446456909,0.2891334891319275,0.6842700839042664,0.24916982650756836,0.6838099956512451,0.29718825221061707,0.30734509229660034,0.5300771594047546,0.4509643614292145,0.5491287708282471,0.34575220942497253,0.6450028419494629,0.34988605976104736,0.7933745384216309,0.3015913963317871,0.22643786668777466,0.6900705099105835,0.27315014600753784,0.35704562067985535,0.2955111861228943,0.32838237285614014,0.7905783653259277,0.3975437879562378,1.0529968738555908,1.0121936798095703,0.8784152269363403,1.1970906257629395,0.39727428555488586,-7.674530029296875,-31.387880325317383,13.234440803527832,92.17412567138672,32.20803451538086,99.99678039550781,True,99.95344543457031,-15.95798397064209,-10.166083335876465,52.55396270751953
train_00249_aligned.jpg,1.0641382932662964,0.8714329600334167,0.02541135810315609,0.014135065488517284,0,3,False,99.61810302734375,False,99.918212890625,False,99.99884033203125,Female,76.5595703125,False,89.00709533691406,False,99.43883514404297,False,98.88905334472656,False,88.39704132080078,78.0703125,1.184844970703125,0.0698089599609375,12.2802734375,0.24235248565673828,0.3570556640625,4.172325134277344e-05,3.973643288190942e-06,0.26337212324142456,0.32259002327919006,0.7129202485084534,0.3189024031162262,0.32289639115333557,0.7413516044616699,0.7021419405937195,0.7402624487876892,0.43397200107574463,0.5993196368217468,0.1188041940331459,0.2082170695066452,0.33006832003593445,0.21378913521766663,0.21258921921253204,0.1835038959980011,0.5840484499931335,0.20967000722885132,0.8927313089370728,0.19870342314243317,0.7239632606506348,0.17575983703136444,0.193130224943161,0.31469374895095825,0.3533777892589569,0.32581767439842224,0.2583209276199341,0.30400145053863525,0.26672694087028503,0.34167128801345825,0.6239832043647766,0.323140412569046,0.7999778985977173,0.3091442584991455,0.7082505822181702,0.2996465563774109,0.7109376788139343,0.3378490209579468,0.3934986889362335,0.615781307220459,0.5578243732452393,0.6139345169067383,0.47530367970466614,0.7198060750961304,0.4912371039390564,0.8414391279220581,0.26337212324142456,0.32259002327919006,0.7129202485084534,0.3189024031162262,0.10959415137767792,0.2524932026863098,0.21278025209903717,0.7221733331680298,0.5320678353309631,1.0398677587509155,0.9934594035148621,0.7113377451896667,1.0747194290161133,0.2383642941713333,-1.0838631391525269,-9.421669960021973,-19.249696731567383,69.32437133789062,16.49492073059082,99.99974822998047,True,99.99161529541016,0.8779616355895996,-15.59674072265625,99.0265884399414
train_04994_aligned.jpg,0.983278751373291,0.9993711709976196,-0.008301019668579102,-0.002553812926635146,3,7,False,59.435726165771484,False,97.98320007324219,False,99.99998474121094,Male,96.23564910888672,False,98.668701171875,False,99.55561065673828,False,88.89236450195312,True,95.34272766113281,0.0,0.0007152557373046875,1.02996826171875,4.84619140625,0.0001043081283569336,98.53515625,0.0,0.0,0.2753784954547882,0.31986328959465027,0.713976263999939,0.32697394490242004,0.30467694997787476,0.7394153475761414,0.6720232963562012,0.7439854145050049,0.5353984832763672,0.5108468532562256,0.10135030746459961,0.23234467208385468,0.3849320113658905,0.18253712356090546,0.2514331340789795,0.16467592120170593,0.634223997592926,0.1868218183517456,0.857839822769165,0.24406267702579498,0.7528506517410278,0.17324882745742798,0.19240987300872803,0.32158252596855164,0.3619430959224701,0.3254069983959198,0.2770204544067383,0.2967265248298645,0.2776322066783905,0.3387930393218994,0.6263203024864197,0.3297328054904938,0.7845183610916138,0.33082684874534607,0.7163112163543701,0.3037252128124237,0.7107135057449341,0.3454156517982483,0.4242969751358032,0.5811718106269836,0.5845993161201477,0.5834513902664185,0.5066976547241211,0.6790782809257507,0.4980761706829071,0.8129035234451294,0.2753784954547882,0.31986328959465027,0.713976263999939,0.32697394490242004,-0.04651884734630585,0.3775986135005951,0.04353972524404526,0.8325615525245667,0.47457611560821533,1.0497156381607056,0.8072874546051025,0.8445467948913574,0.8987913727760315,0.3928813636302948,1.6786627769470215,9.277676582336426,9.816352844238281,87.51306915283203,32.20803451538086,99.9999771118164,False,99.07611846923828,9.043363571166992,-6.105001449584961,99.27713012695312
