,BoundingBox_Width,BoundingBox_Height,BoundingBox_Left,BoundingBox_Top,AgeRange_Low,AgeRange_High,Smile_Value,Smile_Confidence,Eyeglasses_Value,Eyeglasses_Confidence,Sunglasses_Value,Sunglasses_Confidence,Gender_Value,Gender_Confidence,Beard_Value,Beard_Confidence,Mustache_Value,Mustache_Confidence,EyesOpen_Value,EyesOpen_Confidence,MouthOpen_Value,MouthOpen_Confidence,Emotions_ANGRY_Confidence,Emotions_FEAR_Confidence,Emotions_SURPRISED_Confidence,Emotions_SAD_Confidence,Emotions_DISGUSTED_Confidence,Emotions_HAPPY_Confidence,Emotions_CALM_Confidence,Emotions_CONFUSED_Confidence,Landmarks_eyeLeft_X,Landmarks_eyeLeft_Y,Landmarks_eyeRight_X,Landmarks_eyeRight_Y,Landmarks_mouthLeft_X,Landmarks_mouthLeft_Y,Landmarks_mouthRight_X,Landmarks_mouthRight_Y,Landmarks_nose_X,Landmarks_nose_Y,Landmarks_leftEyeBrowLeft_X,Landmarks_leftEyeBrowLeft_Y,Landmarks_leftEyeBrowRight_X,Landmarks_leftEyeBrowRight_Y,Landmarks_leftEyeBrowUp_X,Landmarks_leftEyeBrowUp_Y,Landmarks_rightEyeBrowLeft_X,Landmarks_rightEyeBrowLeft_Y,Landmarks_rightEyeBrowRight_X,Landmarks_rightEyeBrowRight_Y,Landmarks_rightEyeBrowUp_X,Landmarks_rightEyeBrowUp_Y,Landmarks_leftEyeLeft_X,Landmarks_leftEyeLeft_Y,Landmarks_leftEyeRight_X,Landmarks_leftEyeRight_Y,Landmarks_leftEyeUp_X,Landmarks_leftEyeUp_Y,Landmarks_leftEyeDown_X,Landmarks_leftEyeDown_Y,Landmarks_rightEyeLeft_X,Landmarks_rightEyeLeft_Y,Landmarks_rightEyeRight_X,Landmarks_rightEyeRight_Y,Landmarks_rightEyeUp_X,Landmarks_rightEyeUp_Y,Landmarks_rightEyeDown_X,Landmarks_rightEyeDown_Y,Landmarks_noseLeft_X,Landmarks_noseLeft_Y,Landmarks_noseRight_X,Landmarks_noseRight_Y,Landmarks_mouthUp_X,Landmarks_mouthUp_Y,Landmarks_mouthDown_X,Landmarks_mouthDown_Y,Landmarks_leftPupil_X,Landmarks_leftPupil_Y,Landmarks_rightPupil_X,Landmarks_rightPupil_Y,Landmarks_upperJawlineLeft_X,Landmarks_upperJawlineLeft_Y,Landmarks_midJawlineLeft_X,Landmarks_midJawlineLeft_Y,Landmarks_chinBottom_X,Landmarks_chinBottom_Y,Landmarks_midJawlineRight_X,Landmarks_midJawlineRight_Y,Landmarks_upperJawlineRight_X,Landmarks_upperJawlineRight_Y,Pose_Roll,Pose_Yaw,Pose_Pitch,Quality_Brightness,Quality_Sharpness,Confidence,FaceOccluded_Value,FaceOccluded_Confidence,EyeDirection_Yaw,EyeDirection_Pitch,EyeDirection_Confidence
train_02377_aligned.jpg,0.9843347668647766,0.9796053171157837,-0.00541438115760684,0.022441906854510307,19,25,False,99.98605346679688,False,99.99999237060547,False,100.0,Male,99.99954223632812,False,96.1819076538086,False,98.37915802001953,False,99.82325744628906,False,81.59095001220703,100.0,0.0022470951080322266,0.0002682209014892578,0.00019073486328125,5.9604644775390625e-06,0.0,0.0,0.0,0.24648462235927582,0.29099225997924805,0.6864864826202393,0.2899320721626282,0.29109010100364685,0.7226999402046204,0.6628060340881348,0.7236118912696838,0.4342009425163269,0.5546938180923462,0.09492374211549759,0.1874433308839798,0.3226090669631958,0.17626307904720306,0.20293378829956055,0.14897872507572174,0.5717215538024902,0.17430981993675232,0.8510881066322327,0.1821453720331192,0.7038045525550842,0.14507167041301727,0.17319238185882568,0.2867923974990845,0.33330804109573364,0.2968692481517792,0.2431337684392929,0.27183836698532104,0.2484954297542572,0.31214702129364014,0.5980256199836731,0.29575562477111816,0.7670723795890808,0.28475260734558105,0.6834966540336609,0.27023985981941223,0.6831467151641846,0.3108900785446167,0.37356841564178467,0.5874772071838379,0.5347048044204712,0.5866593718528748,0.4536375105381012,0.6922814846038818,0.4604935050010681,0.8215416669845581,0.24648462235927582,0.29099225997924805,0.6864864826202393,0.2899320721626282,0.046145178377628326,0.2623606324195862,0.1399466097354889,0.7366780638694763,0.48143452405929565,1.033718466758728,0.9034570455551147,0.7297074198722839,0.9893653988838196,0.25345492362976074,0.010247478261590004,-2.1185176372528076,-20.938631057739258,92.19635009765625,16.49492073059082,99.99996185302734,True,71.17559051513672,-4.6656341552734375,-16.384634017944336,99.00318145751953
train_01182_aligned.jpg,1.0219156742095947,0.9872627854347229,-0.0074698831886053085,0.03654687851667404,31,39,False,99.7596664428711,False,99.47970581054688,False,99.99996948242188,Male,99.97369384765625,True,99.62590026855469,False,68.4179916381836,False,62.254150390625,False,97.30323791503906,98.095703125,0.0029206275939941406,0.0,0.02644062042236328,0.0017404556274414062,0.0,1.84173583984375,0.0,0.2602079212665558,0.33306923508644104,0.7078632116317749,0.33681443333625793,0.293605774641037,0.7718634009361267,0.6715362668037415,0.7756551504135132,0.47444263100624084,0.610334575176239,0.09837669134140015,0.21980437636375427,0.3515331745147705,0.21810244023799896,0.22474709153175354,0.18701297044754028,0.6054686903953552,0.21955803036689758,0.8700950741767883,0.22408606112003326,0.7356011867523193,0.18996036052703857,0.18186050653457642,0.3261314332485199,0.34842976927757263,0.3389027714729309,0.25873517990112305,0.3133564591407776,0.2618321478366852,0.3537767827510834,0.6181002259254456,0.3408719301223755,0.7867425680160522,0.33080416917800903,0.7072063684463501,0.3167618215084076,0.704505205154419,0.35722750425338745,0.393860787153244,0.636579155921936,0.5581904053688049,0.6377182006835938,0.47509098052978516,0.7449352145195007,0.4749106168746948,0.8745469450950623,0.2602079212665558,0.33306923508644104,0.7078632116317749,0.33681443333625793,0.01165410503745079,0.28324997425079346,0.0996309220790863,0.7684430480003357,0.4774337112903595,1.086593747138977,0.8795356154441833,0.772412896156311,0.9749456644058228,0.2877420485019684,0.276949405670166,-1.6982983350753784,-15.603094100952148,58.13996887207031,94.08262634277344,99.99993133544922,False,99.80571746826172,1.6903226375579834,1.4336068630218506,99.61091613769531
train_01298_aligned.jpg,0.9394861459732056,0.9754830002784729,-0.001241769758053124,0.011944537982344627,1,5,False,99.96097564697266,False,99.94422149658203,False,100.0,Male,93.16683197021484,False,99.95195770263672,False,99.990234375,True,80.76713562011719,False,90.40587615966797,95.80078125,0.00047087669372558594,0.0001043081283569336,0.0,4.193115234375,0.0,0.00021457672119140625,0.0,0.2507866322994232,0.3252405822277069,0.6960389614105225,0.31346631050109863,0.2900962233543396,0.7461220622062683,0.665841817855835,0.73590487241745,0.4970118999481201,0.5826547145843506,0.07766525447368622,0.2210826277732849,0.34976208209991455,0.20956923067569733,0.2179763913154602,0.18396471440792084,0.6020433306694031,0.2029106467962265,0.8448635339736938,0.1993408054113388,0.7254846692085266,0.170376718044281,0.1689641773700714,0.3212261199951172,0.3382972776889801,0.3275376558303833,0.25051000714302063,0.30600231885910034,0.25276434421539307,0.34497398138046265,0.606549084186554,0.32027024030685425,0.7703685760498047,0.3050566017627716,0.6964874267578125,0.2940351665019989,0.6929399967193604,0.33306172490119934,0.3995072543621063,0.6123022437095642,0.5625828504562378,0.6078696846961975,0.48435458540916443,0.7139793634414673,0.48206305503845215,0.8394266366958618,0.2507866322994232,0.3252405822277069,0.6960389614105225,0.31346631050109863,-0.04245316609740257,0.2864154875278473,0.05873861908912659,0.7526208758354187,0.47516220808029175,1.0453541278839111,0.8325924873352051,0.7308273315429688,0.9144473075866699,0.2592894434928894,-1.6029763221740723,3.623270034790039,-11.46727180480957,94.89340209960938,32.20803451538086,99.99998474121094,True,99.55113220214844,2.966299295425415,-14.782349586486816,99.87979888916016
train_07137_aligned.jpg,0.9220348596572876,0.9935106039047241,-0.02171873115003109,0.01217803917825222,18,22,False,99.69046020507812,False,59.624778747558594,False,99.993896484375,Female,72.90770721435547,False,93.96148681640625,False,99.82554626464844,True,57.87654113769531,False,95.65629577636719,0.031828880310058594,0.18310546875,7.022857666015625,0.0018715858459472656,1.3641357421875,1.986821644095471e-06,91.2109375,0.0014781951904296875,0.2863989472389221,0.3346098065376282,0.7039516568183899,0.3439711630344391,0.3128468990325928,0.752410888671875,0.6630092859268188,0.756784200668335,0.6161227226257324,0.5629108548164368,0.0905051901936531,0.2351159304380417,0.4198610782623291,0.21261318027973175,0.27718016505241394,0.18728861212730408,0.657944917678833,0.21940717101097107,0.8133988380432129,0.2514382004737854,0.7562112212181091,0.2002069652080536,0.19601194560527802,0.33156025409698486,0.3681286871433258,0.34052953124046326,0.2920635938644409,0.31368109583854675,0.28818565607070923,0.3538478910923004,0.6201250553131104,0.34646445512771606,0.7609815001487732,0.3435394763946533,0.7109543085098267,0.3231743276119232,0.7013868093490601,0.36233454942703247,0.4581180214881897,0.6091502904891968,0.6117871403694153,0.6118310689926147,0.5438567399978638,0.7096356749534607,0.5230468511581421,0.8370077013969421,0.2863989472389221,0.3346098065376282,0.7039516568183899,0.3439711630344391,-0.15090332925319672,0.33485257625579834,-0.05302610248327255,0.7916297912597656,0.46229031682014465,1.0539181232452393,0.6788919568061829,0.8067781329154968,0.7533046007156372,0.35669830441474915,6.368502616882324,28.086353302001953,-0.8735780715942383,86.44274139404297,53.330047607421875,99.99990844726562,False,99.85835266113281,15.003416061401367,-11.115803718566895,99.73672485351562
train_06972_aligned.jpg,0.963442862033844,1.0002212524414062,0.014301853254437447,0.0031972674187272787,32,40,False,86.82831573486328,True,95.53499603271484,False,99.99994659423828,Male,99.74034881591797,True,96.65211486816406,False,96.32030487060547,False,85.42626953125,True,98.82007598876953,98.828125,1.055908203125,0.25343894958496094,0.0005125999450683594,0.019490718841552734,0.00017881393432617188,0.00033974647521972656,6.556510925292969e-05,0.25375306606292725,0.32019057869911194,0.7132756114006042,0.3242771625518799,0.29455065727233887,0.7305601239204407,0.6811809539794922,0.7344003915786743,0.48238590359687805,0.5317808389663696,0.08692827075719833,0.22697848081588745,0.3488175570964813,0.19282138347625732,0.21808463335037231,0.17187771201133728,0.6084636449813843,0.19429118931293488,0.8762902617454529,0.2315981686115265,0.7403171062469482,0.17493343353271484,0.17355212569236755,0.3191676139831543,0.3447282314300537,0.32518553733825684,0.2527289390563965,0.2987510859966278,0.256419837474823,0.3390320837497711,0.6213138699531555,0.32735732197761536,0.7929468750953674,0.32410648465156555,0.712331235408783,0.3023897409439087,0.7097325921058655,0.3426962196826935,0.39767321944236755,0.5874353647232056,0.5647408962249756,0.5884727239608765,0.48189786076545715,0.6855632066726685,0.4827245771884918,0.8146576881408691,0.25375306606292725,0.32019057869911194,0.7132756114006042,0.3242771625518799,-0.005379764828830957,0.3416505753993988,0.09168782085180283,0.7960956692695618,0.48534390330314636,1.0385582447052002,0.8853543996810913,0.8000798225402832,0.9783074259757996,0.34650203585624695,0.9596977829933167,-1.4727624654769897,-2.4103527069091797,90.8982162475586,73.32209777832031,99.9999771118164,False,91.14574432373047,3.3617851734161377,-17.449691772460938,99.36399841308594
train_04100_aligned.jpg,0.9516990780830383,0.9792394042015076,0.011811161413788795,-0.005650456994771957,24,32,False,99.9999771118164,True,99.9411849975586,True,59.496891021728516,Female,99.12224578857422,False,99.79296112060547,False,97.02108764648438,True,85.16474914550781,False,99.61483001708984,14.12353515625,0.004774332046508789,0.0012218952178955078,5.9604644775390625e-06,85.83984375,0.0,1.1920928955078125e-05,0.0,0.27959057688713074,0.3310689628124237,0.7014102339744568,0.3336496651172638,0.3038730323314667,0.7204275727272034,0.6579781174659729,0.7221615314483643,0.4998040497303009,0.5345503687858582,0.12159302830696106,0.24084410071372986,0.3757387101650238,0.21115417778491974,0.25268471240997314,0.19066046178340912,0.6148189306259155,0.2126445323228836,0.8485586047172546,0.24456626176834106,0.7337204217910767,0.19367842376232147,0.20327062904834747,0.32956570386886597,0.3626151382923126,0.3352249562740326,0.2798144221305847,0.3107939064502716,0.2812349200248718,0.34859687089920044,0.6167930364608765,0.3366944193840027,0.7725675702095032,0.33290961384773254,0.7021616101264954,0.3132508397102356,0.6978053450584412,0.3509487807750702,0.4103143811225891,0.5837270021438599,0.564238965511322,0.5846573710441589,0.48651665449142456,0.676863431930542,0.4814175069332123,0.7977572679519653,0.27959057688713074,0.3310689628124237,0.7014102339744568,0.3336496651172638,0.011824480257928371,0.3441762924194336,0.0921299159526825,0.7731262445449829,0.4704582989215851,1.0069496631622314,0.8246339559555054,0.7777570486068726,0.918956995010376,0.34935104846954346,1.270633578300476,1.4954249858856201,5.264736175537109,96.12559509277344,32.20803451538086,99.9999771118164,False,99.96015930175781,0.25673410296440125,-16.112045288085938,0.6895726323127747
train_07294_aligned.jpg,0.9461454153060913,0.9748207330703735,0.03452453762292862,0.00305150356143713,3,7,False,84.13939666748047,False,99.99859619140625,False,100.0,Male,98.5111083984375,False,81.83746337890625,False,58.855342864990234,True,52.840423583984375,True,56.3450927734375,0.3047943115234375,0.06241798400878906,0.03662705421447754,27.9541015625,71.435546875,0.0030318894423544407,0.1556396484375,0.032901763916015625,0.27874141931533813,0.31115561723709106,0.703834593296051,0.3189559578895569,0.300331711769104,0.735227644443512,0.6569539904594421,0.7416872978210449,0.47905105352401733,0.5251988768577576,0.12752577662467957,0.21727991104125977,0.36949676275253296,0.18138478696346283,0.24902504682540894,0.15976311266422272,0.6112893223762512,0.1855974942445755,0.8609299659729004,0.23020479083061218,0.7353812456130981,0.1684889793395996,0.20431286096572876,0.31036749482154846,0.36271899938583374,0.3173270523548126,0.2780389189720154,0.28908705711364746,0.28030329942703247,0.3304842412471771,0.6188828945159912,0.3219582736492157,0.7785226702690125,0.3209201395511627,0.7038955688476562,0.29679200053215027,0.7002893686294556,0.3381431996822357,0.40065333247184753,0.5827510356903076,0.5565220713615417,0.5857013463973999,0.4752763509750366,0.683329164981842,0.47201865911483765,0.8152133226394653,0.27874141931533813,0.31115561723709106,0.703834593296051,0.3189559578895569,0.039401933550834656,0.3408392071723938,0.11230188608169556,0.7998577356338501,0.46816128492355347,1.0437198877334595,0.8544442057609558,0.8140556216239929,0.9564269185066223,0.3573155999183655,0.12160713970661163,-0.9387387633323669,4.840705871582031,48.846717834472656,7.589449882507324,99.99995422363281,False,99.89029693603516,1.7575347423553467,-9.016671180725098,99.70525360107422
train_00437_aligned.jpg,0.8298459649085999,0.9322757124900818,0.0783047303557396,0.049341458827257156,39,47,False,99.64183807373047,False,100.0,False,100.0,Male,99.99898529052734,False,82.31909942626953,False,99.99072265625,False,89.24786376953125,True,99.93624877929688,100.0,0.0007212162017822266,0.0,0.0,0.0,0.0,0.0,0.0,0.3728538751602173,0.29579979181289673,0.7425493597984314,0.3291778862476349,0.35346531867980957,0.6899057626724243,0.6629325151443481,0.7172562479972839,0.5696477890014648,0.4840233325958252,0.2314182072877884,0.21101289987564087,0.4760492742061615,0.17625296115875244,0.36464226245880127,0.15292781591415405,0.6875874400138855,0.19629725813865662,0.8709931373596191,0.2693628966808319,0.7897880673408508,0.19289743900299072,0.3018225431442261,0.2939907908439636,0.4444989860057831,0.30765965580940247,0.37583744525909424,0.2747499346733093,0.37190189957618713,0.31445643305778503,0.6674778461456299,0.3279392123222351,0.8018944263458252,0.3393111526966095,0.746685266494751,0.30848634243011475,0.7374802231788635,0.3474693298339844,0.46914902329444885,0.5469995737075806,0.6054295301437378,0.559588611125946,0.5291836261749268,0.6423851847648621,0.5082391500473022,0.7670111656188965,0.3728538751602173,0.29579979181289673,0.7425493597984314,0.3291778862476349,0.0909566879272461,0.3467499911785126,0.12247313559055328,0.7680910229682922,0.46607521176338196,0.9860344529151917,0.771396279335022,0.8283407092094421,0.8919944763183594,0.42093372344970703,6.538295269012451,6.354144096374512,17.297534942626953,92.52609252929688,86.86019134521484,99.98918914794922,False,86.18216705322266,2.5972468852996826,-11.197184562683105,99.26821899414062
train_08912_aligned.jpg,1.0186752080917358,0.9872467517852783,0.0007498931954614818,0.00714772567152977,49,57,False,99.98456573486328,False,99.87159729003906,False,100.0,Male,99.95284271240234,False,80.14347839355469,False,99.65962219238281,False,67.5099105834961,True,89.63988494873047,98.73046875,1.140594482421875,0.008866190910339355,0.0,0.07405281066894531,0.0,0.0009417533874511719,0.0,0.2562843859195709,0.3360013961791992,0.6855245232582092,0.331734299659729,0.3036261796951294,0.7381507754325867,0.6635706424713135,0.7351816296577454,0.45166221261024475,0.517387866973877,0.10640566051006317,0.2543333172798157,0.3345058560371399,0.20207543671131134,0.2156672328710556,0.1878928691148758,0.5779937505722046,0.19863367080688477,0.8456904888153076,0.2452279031276703,0.7054715752601624,0.18134576082229614,0.18426743149757385,0.3389810621738434,0.34164172410964966,0.33904051780700684,0.2536097764968872,0.3138082027435303,0.2592563331127167,0.3539144992828369,0.6002214550971985,0.3362407684326172,0.7632977962493896,0.3328816294670105,0.68324875831604,0.30914831161499023,0.6828610897064209,0.3495213985443115,0.38816919922828674,0.5849754810333252,0.5447328090667725,0.5831338763237,0.4671163856983185,0.6775866746902466,0.4741945266723633,0.8060163259506226,0.2562843859195709,0.3360013961791992,0.6855245232582092,0.331734299659729,0.04915706068277359,0.3935315012931824,0.14517612755298615,0.8303897976875305,0.49161913990974426,1.03337824344635,0.890869140625,0.8210732936859131,0.9723871350288391,0.3813523054122925,-1.9308741092681885,-3.767653703689575,17.63031005859375,93.12560272216797,20.927310943603516,99.99998474121094,True,94.33590698242188,-1.609167218208313,-4.989310264587402,99.57806396484375
train_06798_aligned.jpg,0.9076469540596008,0.9878261089324951,-0.023369664326310158,0.014507124200463295,13,21,False,98.75836181640625,False,99.86143493652344,False,99.99991607666016,Female,52.51728439331055,False,99.85685729980469,False,99.99907684326172,True,50.788204193115234,True,90.21028137207031,84.814453125,0.08072853088378906,1.7719268798828125,0.007367134094238281,14.0625,0.01659393310546875,0.283050537109375,5.9604644775390625e-06,0.27313241362571716,0.33218449354171753,0.6971809267997742,0.3365100026130676,0.28779253363609314,0.7440394759178162,0.6440114378929138,0.7447405457496643,0.5781137347221375,0.5651365518569946,0.08378179371356964,0.23226499557495117,0.40269768238067627,0.2137046605348587,0.2627800703048706,0.18817977607250214,0.6439417004585266,0.21779341995716095,0.8168179392814636,0.2402968555688858,0.7481343746185303,0.19573336839675903,0.18427972495555878,0.32862284779548645,0.35575366020202637,0.33718329668045044,0.2780759930610657,0.31196826696395874,0.27413997054100037,0.35122308135032654,0.6115506291389465,0.3400168716907501,0.7576773762702942,0.3342572748661041,0.7032729983329773,0.3165352940559387,0.6936307549476624,0.35501495003700256,0.43150463700294495,0.6062130928039551,0.5872028470039368,0.607619047164917,0.514035165309906,0.705810546875,0.49324139952659607,0.8307415843009949,0.27313241362571716,0.33218449354171753,0.6971809267997742,0.3365100026130676,-0.13604184985160828,0.32026293873786926,-0.049877945333719254,0.773110032081604,0.4376838803291321,1.0416165590286255,0.69073885679245,0.7817198038101196,0.779631495475769,0.3323565423488617,-0.8914340138435364,17.73847198486328,-13.08303165435791,21.55396842956543,16.49492073059082,99.99990844726562,False,99.6606216430664,7.207101821899414,-8.661537170410156,99.69242858886719
