,BoundingBox_Width,BoundingBox_Height,BoundingBox_Left,BoundingBox_Top,AgeRange_Low,AgeRange_High,Smile_Value,Smile_Confidence,Eyeglasses_Value,Eyeglasses_Confidence,Sunglasses_Value,Sunglasses_Confidence,Gender_Value,Gender_Confidence,Beard_Value,Beard_Confidence,Mustache_Value,Mustache_Confidence,EyesOpen_Value,EyesOpen_Confidence,MouthOpen_Value,MouthOpen_Confidence,Emotions_DISGUSTED_Confidence,Emotions_SURPRISED_Confidence,Emotions_CALM_Confidence,Emotions_ANGRY_Confidence,Emotions_SAD_Confidence,Emotions_HAPPY_Confidence,Emotions_FEAR_Confidence,Emotions_CONFUSED_Confidence,Landmarks_eyeLeft_X,Landmarks_eyeLeft_Y,Landmarks_eyeRight_X,Landmarks_eyeRight_Y,Landmarks_mouthLeft_X,Landmarks_mouthLeft_Y,Landmarks_mouthRight_X,Landmarks_mouthRight_Y,Landmarks_nose_X,Landmarks_nose_Y,Landmarks_leftEyeBrowLeft_X,Landmarks_leftEyeBrowLeft_Y,Landmarks_leftEyeBrowRight_X,Landmarks_leftEyeBrowRight_Y,Landmarks_leftEyeBrowUp_X,Landmarks_leftEyeBrowUp_Y,Landmarks_rightEyeBrowLeft_X,Landmarks_rightEyeBrowLeft_Y,Landmarks_rightEyeBrowRight_X,Landmarks_rightEyeBrowRight_Y,Landmarks_rightEyeBrowUp_X,Landmarks_rightEyeBrowUp_Y,Landmarks_leftEyeLeft_X,Landmarks_leftEyeLeft_Y,Landmarks_leftEyeRight_X,Landmarks_leftEyeRight_Y,Landmarks_leftEyeUp_X,Landmarks_leftEyeUp_Y,Landmarks_leftEyeDown_X,Landmarks_leftEyeDown_Y,Landmarks_rightEyeLeft_X,Landmarks_rightEyeLeft_Y,Landmarks_rightEyeRight_X,Landmarks_rightEyeRight_Y,Landmarks_rightEyeUp_X,Landmarks_rightEyeUp_Y,Landmarks_rightEyeDown_X,Landmarks_rightEyeDown_Y,Landmarks_noseLeft_X,Landmarks_noseLeft_Y,Landmarks_noseRight_X,Landmarks_noseRight_Y,Landmarks_mouthUp_X,Landmarks_mouthUp_Y,Landmarks_mouthDown_X,Landmarks_mouthDown_Y,Landmarks_leftPupil_X,Landmarks_leftPupil_Y,Landmarks_rightPupil_X,Landmarks_rightPupil_Y,Landmarks_upperJawlineLeft_X,Landmarks_upperJawlineLeft_Y,Landmarks_midJawlineLeft_X,Landmarks_midJawlineLeft_Y,Landmarks_chinBottom_X,Landmarks_chinBottom_Y,Landmarks_midJawlineRight_X,Landmarks_midJawlineRight_Y,Landmarks_upperJawlineRight_X,Landmarks_upperJawlineRight_Y,Pose_Roll,Pose_Yaw,Pose_Pitch,Quality_Brightness,Quality_Sharpness,Confidence,FaceOccluded_Value,FaceOccluded_Confidence,EyeDirection_Yaw,EyeDirection_Pitch,EyeDirection_Confidence
train_04353_aligned.jpg,0.9899146556854248,0.9922395944595337,0.0067190551199018955,0.009117423556745052,25,33,False,88.10834503173828,True,90.75888061523438,False,76.09854125976562,Female,99.86994171142578,False,99.7859878540039,False,99.98649597167969,False,75.72649383544922,False,87.90818786621094,83.59375,18.388671875,4.4647216796875,1.174163818359375,1.020050048828125,0.2094268798828125,0.07128715515136719,0.0013828277587890625,0.2546597421169281,0.33357498049736023,0.7000865340232849,0.3301395773887634,0.2998238503932953,0.7545060515403748,0.6754706501960754,0.7530061602592468,0.4461291432380676,0.5841033458709717,0.10180879384279251,0.23059669137001038,0.33302414417266846,0.21623435616493225,0.2116803675889969,0.19069665670394897,0.5850919485092163,0.21311485767364502,0.868151843547821,0.22216980159282684,0.7187716960906982,0.18463045358657837,0.18070727586746216,0.3295678198337555,0.34286606311798096,0.33768126368522644,0.25144949555397034,0.3138468265533447,0.25701090693473816,0.353250652551651,0.6110122799873352,0.3352369964122772,0.7818495035171509,0.3245549499988556,0.6972842216491699,0.309966117143631,0.6969950199127197,0.34971630573272705,0.3849908113479614,0.6187083125114441,0.5477975606918335,0.617210865020752,0.46573710441589355,0.7207314968109131,0.47305843234062195,0.8473455905914307,0.2546597421169281,0.33357498049736023,0.7000865340232849,0.3301395773887634,0.05225440114736557,0.3080478012561798,0.14734548330307007,0.7734412550926208,0.49385273456573486,1.0582603216171265,0.9201877117156982,0.7643631100654602,1.008055329322815,0.29607924818992615,-1.3223793506622314,-7.796531677246094,-3.680144786834717,96.03351593017578,86.86019134521484,99.99998474121094,False,93.04215240478516,8.436010360717773,-1.9687275886535645,94.46414184570312
train_02885_aligned.jpg,0.9080314636230469,0.9752805233001709,0.04617113247513771,-0.017565453425049782,29,37,False,99.90235137939453,False,99.99996185302734,False,99.99998474121094,Female,99.92881774902344,False,99.97049713134766,False,99.99987030029297,True,72.07459259033203,False,96.04016876220703,98.92578125,1.903533935546875,0.2452850341796875,0.02906322479248047,0.05345344543457031,0.0,0.01220703125,0.0006198883056640625,0.27925917506217957,0.3430490791797638,0.6872016787528992,0.3405427932739258,0.31034785509109497,0.7358768582344055,0.6522647738456726,0.7345513701438904,0.4455662667751312,0.5464370250701904,0.14231956005096436,0.2543293535709381,0.3525191843509674,0.2221367210149765,0.2421082854270935,0.20314082503318787,0.5841084718704224,0.22006213665008545,0.8460817933082581,0.2491643726825714,0.7081664204597473,0.19934093952178955,0.2119024097919464,0.3423827886581421,0.36000362038612366,0.3463805317878723,0.2765078544616699,0.32272273302078247,0.2810676693916321,0.3605601489543915,0.6057977080345154,0.3446936309337616,0.7627727389335632,0.3391053378582001,0.685067355632782,0.32004353404045105,0.6840624213218689,0.3581901490688324,0.3913992941379547,0.5955015420913696,0.5406463742256165,0.5947721600532532,0.46264567971229553,0.6883776783943176,0.4672716557979584,0.8094136714935303,0.27925917506217957,0.3430490791797638,0.6872016787528992,0.3405427932739258,0.09770169854164124,0.35975879430770874,0.17439378798007965,0.7882718443870544,0.48322972655296326,1.0188093185424805,0.8854113817214966,0.7841659784317017,0.9770345091819763,0.35312339663505554,-0.7139092087745667,-6.137170791625977,3.1582555770874023,98.85202026367188,26.1773681640625,99.9999771118164,False,98.11262512207031,11.76600456237793,-1.4218109846115112,99.8254623413086
train_09440_aligned.jpg,0.9709088206291199,1.0160999298095703,0.031200867146253586,-0.02147912047803402,33,41,False,99.6673583984375,True,99.71131896972656,False,99.99103546142578,Female,99.99165344238281,False,98.79222869873047,False,99.88883209228516,True,97.46095275878906,True,89.49439239501953,66.845703125,0.025853514671325684,2.386474609375,30.7861328125,0.007337331771850586,0.0,0.004112720489501953,2.384185791015625e-05,0.26299458742141724,0.3352045714855194,0.6976192593574524,0.32703647017478943,0.2967952787876129,0.7359799742698669,0.6599361896514893,0.7295988202095032,0.4448204040527344,0.4815734624862671,0.11781882494688034,0.2639499008655548,0.3432057499885559,0.18845251202583313,0.22513887286186218,0.18069477379322052,0.5897079706192017,0.18352188169956207,0.8658351302146912,0.25017935037612915,0.7209780812263489,0.1712973266839981,0.19154661893844604,0.34239766001701355,0.3494977653026581,0.33714649081230164,0.26068028807640076,0.3110812306404114,0.26575997471809387,0.35245537757873535,0.6112877726554871,0.33222413063049316,0.777390718460083,0.33179524540901184,0.6955099701881409,0.3029141426086426,0.694267988204956,0.3446583151817322,0.3856913447380066,0.5692838430404663,0.5437454581260681,0.5667791962623596,0.46141552925109863,0.6586034297943115,0.4660777747631073,0.7910208106040955,0.26299458742141724,0.3352045714855194,0.6976192593574524,0.32703647017478943,0.0665372833609581,0.4399043321609497,0.14970123767852783,0.8704904913902283,0.4816078543663025,1.0326515436172485,0.9036383032798767,0.8588908314704895,1.0008894205093384,0.4233769178390503,-2.909362554550171,-3.9721269607543945,22.294872283935547,94.7990951538086,32.20803451538086,100.0,False,99.77420806884766,-1.9148997068405151,-5.302002429962158,99.984130859375
train_09634_aligned.jpg,0.9007382988929749,1.0331509113311768,0.09860944747924805,-0.011508391238749027,21,29,False,99.9133071899414,True,55.089927673339844,False,99.94450378417969,Male,99.99873352050781,True,83.00902557373047,True,67.36943817138672,True,97.43473815917969,False,73.92742919921875,77.099609375,0.15091896057128906,20.03173828125,0.45166015625,2.2216796875,3.973643288190942e-06,0.12578964233398438,1.7881393432617188e-05,0.2656189203262329,0.3215871751308441,0.6852076053619385,0.3139905333518982,0.340997576713562,0.7332125306129456,0.6953065395355225,0.7308933138847351,0.3815460503101349,0.5656298398971558,0.14373035728931427,0.2254595011472702,0.3029925525188446,0.20801423490047455,0.20189721882343292,0.1853000819683075,0.5404670834541321,0.20065368711948395,0.8647983074188232,0.20751196146011353,0.6795638799667358,0.1710134744644165,0.2067001909017563,0.31901752948760986,0.34971076250076294,0.32546505331993103,0.25715234875679016,0.30274245142936707,0.26912224292755127,0.34118762612342834,0.6020655632019043,0.3201793432235718,0.772847056388855,0.30788323283195496,0.676981508731842,0.29423245787620544,0.6834902167320251,0.3336073160171509,0.3776208162307739,0.5997405052185059,0.531190812587738,0.5961800813674927,0.4539855718612671,0.6981920003890991,0.4813683331012726,0.8218303918838501,0.2656189203262329,0.3215871751308441,0.6852076053619385,0.3139905333518982,0.20174039900302887,0.3050779402256012,0.30845189094543457,0.7566004395484924,0.5522656440734863,1.0272020101547241,1.037009596824646,0.7350466251373291,1.1015667915344238,0.27816036343574524,-7.255242824554443,-25.634235382080078,-2.3926644325256348,37.58180618286133,53.330047607421875,99.99840545654297,True,60.74553680419922,-20.226795196533203,-12.344720840454102,99.98396301269531
train_09521_aligned.jpg,0.9574365019798279,0.9830387830734253,-0.009397830814123154,-0.0024889628402888775,20,28,False,98.72569274902344,False,99.9461441040039,False,99.99996948242188,Male,99.94073486328125,False,79.23231506347656,False,99.88074493408203,True,51.48789978027344,False,90.39289093017578,90.91796875,0.0003725290298461914,0.010544061660766602,0.11692047119140625,8.294677734375,0.0,0.6175994873046875,0.00011324882507324219,0.2796579599380493,0.3264200687408447,0.7203309535980225,0.3311413526535034,0.31526821851730347,0.7449556589126587,0.684023916721344,0.747316837310791,0.5536602139472961,0.5053250789642334,0.10034783184528351,0.24324887990951538,0.39145123958587646,0.18492192029953003,0.2552979588508606,0.1696797013282776,0.6419535279273987,0.18781396746635437,0.8604053258895874,0.2505466639995575,0.7591375112533569,0.17538249492645264,0.19513477385044098,0.3299110531806946,0.36665499210357666,0.33140143752098083,0.28153374791145325,0.3027881383895874,0.2822701036930084,0.34524497389793396,0.632314145565033,0.3342803716659546,0.7899261713027954,0.3357243239879608,0.7228730916976929,0.3073200285434723,0.7172992825508118,0.34936752915382385,0.43669718503952026,0.5825426578521729,0.5976283550262451,0.5837570428848267,0.5215902924537659,0.6788780689239502,0.5132919549942017,0.8139582276344299,0.2796579599380493,0.3264200687408447,0.7203309535980225,0.3311413526535034,-0.05792901664972305,0.4009431004524231,0.04020039737224579,0.8535940051078796,0.48823973536491394,1.0552717447280884,0.8072709441184998,0.8605949878692627,0.8918694257736206,0.410554975271225,3.382687568664551,12.817633628845215,12.302716255187988,86.15492248535156,26.1773681640625,99.9999771118164,False,85.85108947753906,-7.835254192352295,-8.244075775146484,99.6968002319336
train_01367_aligned.jpg,0.9593708515167236,0.9871352910995483,0.019708270207047462,-0.01702982746064663,13,21,False,99.98664093017578,False,100.0,False,100.0,Female,100.0,False,100.0,False,100.0,True,86.66596221923828,False,97.65935516357422,0.05764961242675781,2.9802322387695312e-05,0.001150369644165039,0.17681121826171875,99.951171875,0.0,1.7881393432617188e-05,0.0,0.2908632457256317,0.3336208462715149,0.7057170271873474,0.3317737281322479,0.32476112246513367,0.7328692078590393,0.6729688048362732,0.7311821579933167,0.5020410418510437,0.5468155145645142,0.13670435547828674,0.24146856367588043,0.3789069652557373,0.2131301760673523,0.2590692639350891,0.19245487451553345,0.6145047545433044,0.21182672679424286,0.8526963591575623,0.23732295632362366,0.7331579327583313,0.18991659581661224,0.21696491539478302,0.3321996033191681,0.3727034628391266,0.3371361196041107,0.28997573256492615,0.31335607171058655,0.29280024766921997,0.35163697600364685,0.6227515935897827,0.3359138071537018,0.7773239016532898,0.32949307560920715,0.7055731415748596,0.3113213777542114,0.702761709690094,0.3496212363243103,0.4214392900466919,0.5930811166763306,0.5733557343482971,0.5922835469245911,0.4979977011680603,0.6879710555076599,0.49738407135009766,0.8103596568107605,0.2908632457256317,0.3336208462715149,0.7057170271873474,0.3317737281322479,0.0432591438293457,0.34100040793418884,0.1300572156906128,0.7780045866966248,0.49609947204589844,1.020288109779358,0.8533720374107361,0.7741142511367798,0.9377149343490601,0.3358515501022339,0.052281200885772705,0.90382981300354,3.8765652179718018,64.55998229980469,4.3748369216918945,99.9999771118164,False,99.99726867675781,7.582522392272949,-8.847228050231934,99.91666412353516
train_09682_aligned.jpg,0.939860463142395,0.970304548740387,-0.02531249076128006,-0.003261735662817955,13,21,False,97.7186279296875,False,99.99979400634766,False,100.0,Female,87.10430908203125,False,99.82630920410156,False,99.99715423583984,False,97.1823501586914,False,99.39511108398438,82.12890625,0.0003129243850708008,0.92315673828125,0.028514862060546875,16.95556640625,0.0005781650543212891,0.0030875205993652344,0.0,0.237822487950325,0.3154248297214508,0.6732063293457031,0.3116079568862915,0.27242761850357056,0.7427474856376648,0.638813316822052,0.7376742362976074,0.5184923410415649,0.5625534653663635,0.055790338665246964,0.2115814983844757,0.3510776460170746,0.19391876459121704,0.2145092636346817,0.16846929490566254,0.5986330509185791,0.19235090911388397,0.8079725503921509,0.2044859379529953,0.7125962972640991,0.16504839062690735,0.15246795117855072,0.3119734525680542,0.323548823595047,0.31892794370651245,0.23995044827461243,0.29490309953689575,0.23996032774448395,0.335063636302948,0.5860981941223145,0.3166848123073578,0.7411356568336487,0.30648425221443176,0.676412045955658,0.291042685508728,0.6706323027610779,0.3308330774307251,0.39677029848098755,0.6005159020423889,0.5567446351051331,0.5987928509712219,0.48230186104774475,0.7031947374343872,0.4728865325450897,0.8317268490791321,0.237822487950325,0.3154248297214508,0.6732063293457031,0.3116079568862915,-0.11264684051275253,0.2947933077812195,-0.012759621255099773,0.7640857696533203,0.4446444809436798,1.0464357137680054,0.7480141520500183,0.7570050954818726,0.8272289037704468,0.2868499755859375,-4.834232807159424,14.27659797668457,-26.731191635131836,73.60993957519531,5.775668621063232,99.99944305419922,True,51.32103729248047,0.4384482204914093,-20.73703384399414,99.06936645507812
train_09598_aligned.jpg,0.9577383399009705,1.0128892660140991,0.01585216447710991,-0.011310704983770847,30,38,False,88.06285858154297,True,100.0,False,99.99984741210938,Male,97.89381408691406,False,62.40666961669922,False,98.76737976074219,True,96.53977966308594,True,96.04862976074219,0.812530517578125,99.69161224365234,0.052928924560546875,3.5762786865234375e-05,0.0,1.1920928955078125e-05,0.004160404205322266,0.00011324882507324219,0.2646758556365967,0.3259691596031189,0.7079373002052307,0.33204567432403564,0.2965249717235565,0.7461694478988647,0.6685050129890442,0.7507079839706421,0.49760496616363525,0.5360907912254333,0.09903144836425781,0.23207210004329681,0.3639133870601654,0.19457033276557922,0.23464129865169525,0.17370225489139557,0.6154927015304565,0.1976877748966217,0.8631824254989624,0.2413230687379837,0.7407607436180115,0.18010663986206055,0.18486739695072174,0.3253849446773529,0.35229504108428955,0.33127349615097046,0.2646324038505554,0.30374085903167725,0.26689431071281433,0.3449445366859436,0.6194153428077698,0.33481544256210327,0.783200740814209,0.33321109414100647,0.708507776260376,0.309550940990448,0.7046284675598145,0.35061341524124146,0.40510836243629456,0.5948747396469116,0.5670773983001709,0.5968027114868164,0.4863741993904114,0.6945555806159973,0.48296427726745605,0.8261293768882751,0.2646758556365967,0.3259691596031189,0.7079373002052307,0.33204567432403564,-0.012319846078753471,0.35592737793922424,0.07624297589063644,0.8152148723602295,0.4746495485305786,1.0553958415985107,0.8474031686782837,0.8247009515762329,0.9420441389083862,0.36751383543014526,2.3026134967803955,2.7056899070739746,0.7873176336288452,81.78390502929688,73.32209777832031,100.0,False,99.97301483154297,0.9097117781639099,-16.059324264526367,99.97837829589844
train_08094_aligned.jpg,0.8959048986434937,1.002842664718628,0.0024395561777055264,0.018066195771098137,23,31,False,99.98995971679688,True,99.99971771240234,False,100.0,Male,99.99529266357422,False,97.05591583251953,False,99.75794219970703,True,88.07854461669922,False,99.56456756591797,100.0,4.470348358154297e-05,0.0001728534698486328,0.0,0.0,0.0,4.76837158203125e-05,0.0,0.31130120158195496,0.3242747485637665,0.7303685545921326,0.32109010219573975,0.33054688572883606,0.7565087080001831,0.6818875074386597,0.7505069971084595,0.6275266408920288,0.5408543348312378,0.1178535744547844,0.2327650785446167,0.4416077733039856,0.19198329746723175,0.3003630042076111,0.17199592292308807,0.6810234785079956,0.19211988151073456,0.8434512615203857,0.2283163219690323,0.7818477153778076,0.17151308059692383,0.22155418992042542,0.32540130615234375,0.39282292127609253,0.3285601735115051,0.31639188528060913,0.3022071123123169,0.3124241828918457,0.3444242477416992,0.6457257270812988,0.3269515931606293,0.7886622548103333,0.32092228531837463,0.7368911504745483,0.2993461489677429,0.7271324396133423,0.34080109000205994,0.475216269493103,0.5996034741401672,0.6296968460083008,0.5982837080955505,0.5592768788337708,0.7000530362129211,0.5383819341659546,0.8338623642921448,0.31130120158195496,0.3242747485637665,0.7303685545921326,0.32109010219573975,-0.11441993713378906,0.3557797372341156,-0.021932795643806458,0.8205647468566895,0.4803999662399292,1.063528060913086,0.713600754737854,0.8165914416313171,0.7936973571777344,0.3525857627391815,4.346358776092529,23.397418975830078,5.350232124328613,67.47854614257812,20.927310943603516,99.99976348876953,False,99.25483703613281,22.965696334838867,-3.873513698577881,99.92549133300781
train_08766_aligned.jpg,0.9727904796600342,0.9670567512512207,0.002491435967385769,0.03605465590953827,58,66,False,95.3351821899414,False,85.25994110107422,False,100.0,Male,99.98112487792969,False,99.98408508300781,False,99.9998779296875,True,85.42652130126953,False,73.4993667602539,99.4140625,1.3141632080078125,0.005882978439331055,0.0004470348358154297,2.9802322387695312e-05,0.0,0.03466606140136719,0.0,0.25923559069633484,0.32328084111213684,0.6954980492591858,0.33056384325027466,0.29722562432289124,0.7348940968513489,0.6629916429519653,0.740115225315094,0.5074832439422607,0.5074852108955383,0.09023986011743546,0.23937372863292694,0.36073067784309387,0.1876758188009262,0.23053807020187378,0.1709604114294052,0.6083519458770752,0.1914217174053192,0.8414478302001953,0.2503012716770172,0.7284755110740662,0.17855264246463776,0.17878645658493042,0.3256157636642456,0.3455786406993866,0.32903507351875305,0.259782999753952,0.30053409934043884,0.2619032859802246,0.3420753479003906,0.6084012985229492,0.3333113491535187,0.7673863172531128,0.3348061740398407,0.6965087652206421,0.307465136051178,0.6924473643302917,0.34875842928886414,0.40689846873283386,0.5795340538024902,0.5660704970359802,0.5815841555595398,0.48944491147994995,0.6752912998199463,0.4854203760623932,0.8076629042625427,0.25923559069633484,0.32328084111213684,0.6954980492591858,0.33056384325027466,-0.03618844226002693,0.3870631754398346,0.0589941181242466,0.8339306116104126,0.4726785719394684,1.0423095226287842,0.816647469997406,0.8441505432128906,0.9019501209259033,0.4004339873790741,2.794567823410034,4.245182991027832,16.70828628540039,93.07846069335938,38.89601135253906,99.99996185302734,False,99.93639373779297,20.967741012573242,-11.86982536315918,99.90892028808594
