,BoundingBox_Width,BoundingBox_Height,BoundingBox_Left,BoundingBox_Top,AgeRange_Low,AgeRange_High,Smile_Value,Smile_Confidence,Eyeglasses_Value,Eyeglasses_Confidence,Sunglasses_Value,Sunglasses_Confidence,Gender_Value,Gender_Confidence,Beard_Value,Beard_Confidence,Mustache_Value,Mustache_Confidence,EyesOpen_Value,EyesOpen_Confidence,MouthOpen_Value,MouthOpen_Confidence,Emotions_ANGRY_Confidence,Emotions_DISGUSTED_Confidence,Emotions_FEAR_Confidence,Emotions_SURPRISED_Confidence,Emotions_HAPPY_Confidence,Emotions_CALM_Confidence,Emotions_SAD_Confidence,Emotions_CONFUSED_Confidence,Landmarks_eyeLeft_X,Landmarks_eyeLeft_Y,Landmarks_eyeRight_X,Landmarks_eyeRight_Y,Landmarks_mouthLeft_X,Landmarks_mouthLeft_Y,Landmarks_mouthRight_X,Landmarks_mouthRight_Y,Landmarks_nose_X,Landmarks_nose_Y,Landmarks_leftEyeBrowLeft_X,Landmarks_leftEyeBrowLeft_Y,Landmarks_leftEyeBrowRight_X,Landmarks_leftEyeBrowRight_Y,Landmarks_leftEyeBrowUp_X,Landmarks_leftEyeBrowUp_Y,Landmarks_rightEyeBrowLeft_X,Landmarks_rightEyeBrowLeft_Y,Landmarks_rightEyeBrowRight_X,Landmarks_rightEyeBrowRight_Y,Landmarks_rightEyeBrowUp_X,Landmarks_rightEyeBrowUp_Y,Landmarks_leftEyeLeft_X,Landmarks_leftEyeLeft_Y,Landmarks_leftEyeRight_X,Landmarks_leftEyeRight_Y,Landmarks_leftEyeUp_X,Landmarks_leftEyeUp_Y,Landmarks_leftEyeDown_X,Landmarks_leftEyeDown_Y,Landmarks_rightEyeLeft_X,Landmarks_rightEyeLeft_Y,Landmarks_rightEyeRight_X,Landmarks_rightEyeRight_Y,Landmarks_rightEyeUp_X,Landmarks_rightEyeUp_Y,Landmarks_rightEyeDown_X,Landmarks_rightEyeDown_Y,Landmarks_noseLeft_X,Landmarks_noseLeft_Y,Landmarks_noseRight_X,Landmarks_noseRight_Y,Landmarks_mouthUp_X,Landmarks_mouthUp_Y,Landmarks_mouthDown_X,Landmarks_mouthDown_Y,Landmarks_leftPupil_X,Landmarks_leftPupil_Y,Landmarks_rightPupil_X,Landmarks_rightPupil_Y,Landmarks_upperJawlineLeft_X,Landmarks_upperJawlineLeft_Y,Landmarks_midJawlineLeft_X,Landmarks_midJawlineLeft_Y,Landmarks_chinBottom_X,Landmarks_chinBottom_Y,Landmarks_midJawlineRight_X,Landmarks_midJawlineRight_Y,Landmarks_upperJawlineRight_X,Landmarks_upperJawlineRight_Y,Pose_Roll,Pose_Yaw,Pose_Pitch,Quality_Brightness,Quality_Sharpness,Confidence,FaceOccluded_Value,FaceOccluded_Confidence,EyeDirection_Yaw,EyeDirection_Pitch,EyeDirection_Confidence
train_09336_aligned.jpg,0.9455806016921997,0.9075039625167847,0.057832032442092896,0.12746430933475494,32,40,False,99.81916809082031,True,99.99988555908203,False,100.0,Male,99.98937225341797,False,99.46752166748047,False,99.93293762207031,True,83.9638900756836,True,95.94906616210938,100.0,0.0012814998626708984,0.0003516674041748047,0.00025331974029541016,0.0,0.0,0.0,0.0,0.27816519141197205,0.31636515259742737,0.6767314076423645,0.3386475741863251,0.3279133141040802,0.7592077851295471,0.6654441952705383,0.7819372415542603,0.38893553614616394,0.5968416929244995,0.16305488348007202,0.21008920669555664,0.3240770995616913,0.21002469956874847,0.22684353590011597,0.17715616524219513,0.5502563714981079,0.21953938901424408,0.8471207618713379,0.24254027009010315,0.6813938021659851,0.19659072160720825,0.22037705779075623,0.30975812673568726,0.3577757179737091,0.32873961329460144,0.2718711495399475,0.29811957478523254,0.280398964881897,0.3392648696899414,0.597256600856781,0.3413410186767578,0.7584324479103088,0.33853039145469666,0.6706684231758118,0.3193618655204773,0.674114465713501,0.3609270453453064,0.37344056367874146,0.6255605816841125,0.5202659964561462,0.63260817527771,0.44235843420028687,0.7348173260688782,0.4590965211391449,0.8655571937561035,0.27816519141197205,0.31636515259742737,0.6767314076423645,0.3386475741863251,0.19650718569755554,0.28660696744918823,0.2739171087741852,0.7642827033996582,0.5086779594421387,1.0776336193084717,0.9689524173736572,0.7925608158111572,1.0518137216567993,0.3219822943210602,1.0886110067367554,-23.02756118774414,-10.94709300994873,32.061153411865234,16.49492073059082,99.99972534179688,False,99.75885772705078,6.836556434631348,-12.23733901977539,99.89977264404297
train_09258_aligned.jpg,0.9249330163002014,1.0191553831100464,0.09592466056346893,-0.013608084991574287,13,21,False,99.99759674072266,False,99.99999237060547,False,100.0,Male,99.99980163574219,False,99.99809265136719,False,99.99999237060547,False,55.19906234741211,False,61.212181091308594,0.0,2.9802322387695312e-05,100.0,8.940696716308594e-05,0.0,0.0,0.0,0.0,0.25160419940948486,0.3294219672679901,0.7113716006278992,0.3228827714920044,0.30749809741973877,0.7940937876701355,0.6929618716239929,0.7909830212593079,0.38517478108406067,0.5308326482772827,0.11994826048612595,0.24118337035179138,0.30848175287246704,0.17541688680648804,0.19516700506210327,0.16128753125667572,0.5695436596870422,0.1698656678199768,0.9106380939483643,0.22874847054481506,0.7202417254447937,0.15109625458717346,0.18534669280052185,0.33457663655281067,0.34446173906326294,0.3334955871105194,0.24511685967445374,0.3038913309574127,0.2555711269378662,0.35028380155563354,0.6210821270942688,0.3293050527572632,0.8054694533348083,0.3259706497192383,0.7050977349281311,0.29704177379608154,0.7091021537780762,0.34423694014549255,0.36818206310272217,0.6126416921615601,0.536297619342804,0.6104148626327515,0.44705089926719666,0.7177671194076538,0.4673863351345062,0.8659334778785706,0.25160419940948486,0.3294219672679901,0.7113716006278992,0.3228827714920044,0.15334351360797882,0.4124652147293091,0.24640166759490967,0.9074783325195312,0.5235994458198547,1.1283763647079468,1.0471926927566528,0.8956254720687866,1.1423132419586182,0.39550769329071045,-5.121587753295898,-23.638322830200195,4.050029754638672,47.16921615600586,46.02980041503906,99.99983215332031,True,99.9775619506836,10.988935470581055,-8.971823692321777,99.6550064086914
train_09257_aligned.jpg,0.924071192741394,1.0310943126678467,0.09197790175676346,-0.0051974402740597725,18,22,False,93.28547668457031,False,91.0717544555664,False,98.24913787841797,Female,99.99988555908203,False,99.99874877929688,False,99.99992370605469,False,81.04942321777344,True,88.84068298339844,0.0015139579772949219,0.16565322875976562,68.896484375,60.3988037109375,0.0,0.0,0.0004112720489501953,0.1598358154296875,0.2772400975227356,0.3392334282398224,0.6938931345939636,0.34000763297080994,0.30934789776802063,0.7492120862007141,0.6593461632728577,0.7524730563163757,0.38205093145370483,0.5526236891746521,0.16026005148887634,0.2480158805847168,0.32943427562713623,0.21505729854106903,0.22856107354164124,0.19497129321098328,0.5659056901931763,0.2138531506061554,0.8779283761978149,0.24763739109039307,0.7042701244354248,0.19325771927833557,0.21706245839595795,0.3383597135543823,0.3601248264312744,0.34402379393577576,0.2712222933769226,0.3182447552680969,0.2789684534072876,0.3577836751937866,0.6109769344329834,0.3440835177898407,0.7794610857963562,0.33963924646377563,0.6883487701416016,0.31870216131210327,0.6904338598251343,0.35895678400993347,0.36753204464912415,0.6038865447044373,0.5200250744819641,0.6044985055923462,0.4347967803478241,0.7011319994926453,0.4488350749015808,0.8277978301048279,0.2772400975227356,0.3392334282398224,0.6938931345939636,0.34000763297080994,0.19243425130844116,0.3602439761161804,0.2598547041416168,0.8054160475730896,0.49457722902297974,1.0461431741714478,0.9854167699813843,0.8061235547065735,1.0890889167785645,0.3584257960319519,-3.2474515438079834,-19.590673446655273,3.0040385723114014,82.58805084228516,53.330047607421875,99.99990844726562,False,95.06376647949219,11.335680961608887,0.31862714886665344,99.47369384765625
train_09339_aligned.jpg,0.9557040333747864,1.0199823379516602,0.018453026190400124,-0.00881034042686224,33,41,True,67.92322540283203,True,64.76341247558594,False,98.97407531738281,Male,99.66019439697266,True,80.16118621826172,False,98.2679443359375,True,56.65571594238281,True,98.88903045654297,0.009369850158691406,0.6778717041015625,64.453125,62.443965911865234,0.0733693391084671,2.9802322387695312e-05,0.0004887580871582031,0.0,0.27642595767974854,0.33049342036247253,0.7145072817802429,0.33676397800445557,0.31397536396980286,0.7333372235298157,0.6812370419502258,0.7387275695800781,0.49432986974716187,0.5099779367446899,0.11702512949705124,0.24771642684936523,0.36770129203796387,0.19619256258010864,0.24262189865112305,0.18020755052566528,0.6160359978675842,0.199069544672966,0.8711281418800354,0.2568078339099884,0.7421000599861145,0.18614448606967926,0.1997867375612259,0.33267438411712646,0.36310580372810364,0.33573272824287415,0.2754376530647278,0.3079761862754822,0.278921902179718,0.3486475646495819,0.6270003318786621,0.3393266797065735,0.7905197143554688,0.3406592607498169,0.7138421535491943,0.31389743089675903,0.7111202478408813,0.35453131794929504,0.4128745198249817,0.5808273553848267,0.572376549243927,0.5827295184135437,0.49282485246658325,0.6747735738754272,0.4931413233280182,0.8044886589050293,0.27642595767974854,0.33049342036247253,0.7145072817802429,0.33676397800445557,0.026826923713088036,0.39307916164398193,0.11756659299135208,0.8323378562927246,0.4942663609981537,1.0357190370559692,0.8770495653152466,0.8410007953643799,0.968021035194397,0.403778076171875,0.569341778755188,0.6333293318748474,10.120428085327148,55.80546951293945,38.89601135253906,99.9999771118164,False,99.54830932617188,6.687867164611816,-23.05186653137207,99.72909545898438
train_09380_aligned.jpg,1.0203651189804077,1.0131865739822388,-0.0037147426046431065,-0.019114049151539803,47,55,False,98.74031829833984,True,97.86991119384766,False,99.9999771118164,Male,99.55189514160156,False,94.65313720703125,False,99.89034271240234,True,68.85675811767578,True,82.70561981201172,1.7881393432617188e-05,0.16231536865234375,99.8046875,0.000998377799987793,0.0,0.0,0.0,0.0,0.2697300910949707,0.33251821994781494,0.720990002155304,0.3460630476474762,0.2939572036266327,0.7407467365264893,0.6707577705383301,0.7520174980163574,0.47823917865753174,0.4807361662387848,0.11343223601579666,0.2554722726345062,0.3657885789871216,0.18372531235218048,0.23933643102645874,0.17157848179340363,0.6215823888778687,0.19101446866989136,0.8898985981941223,0.278470903635025,0.7538709044456482,0.18666861951351166,0.1924271583557129,0.3374546468257904,0.3593846261501312,0.33863964676856995,0.2692735493183136,0.307433158159256,0.2722662091255188,0.35014134645462036,0.6312145590782166,0.34679272770881653,0.8004751801490784,0.35571619868278503,0.720660924911499,0.3208378553390503,0.7170140743255615,0.36346226930618286,0.3990381360054016,0.573055624961853,0.5628536939620972,0.5780408382415771,0.4768749475479126,0.6667023301124573,0.47433391213417053,0.802823007106781,0.2697300910949707,0.33251821994781494,0.720990002155304,0.3460630476474762,0.02740173414349556,0.4421587288379669,0.10418640822172165,0.8840107917785645,0.47213324904441833,1.0538707971572876,0.8858899474143982,0.9084173440933228,0.9969767928123474,0.471242755651474,2.6448116302490234,0.6537081003189087,22.16830062866211,75.45392608642578,53.330047607421875,99.99998474121094,False,99.80546569824219,2.0310723781585693,-15.75085163116455,99.80535888671875
train_07281_aligned.jpg,0.8833397626876831,0.9488922357559204,0.054584503173828125,0.049121178686618805,20,28,False,94.16259002685547,False,70.26488494873047,False,90.4638671875,Male,51.68767547607422,False,99.2667465209961,False,99.98701477050781,False,98.08348846435547,True,95.55975341796875,0.286865234375,0.01137852668762207,99.70703125,0.005185604095458984,0.0,0.0,0.010526180267333984,2.9802322387695312e-05,0.2783755660057068,0.3443215489387512,0.6788809895515442,0.35189393162727356,0.2951263189315796,0.7033818960189819,0.6287831664085388,0.7108432650566101,0.4270751178264618,0.42872896790504456,0.15202489495277405,0.29456380009651184,0.3525516092777252,0.1980006992816925,0.2467159777879715,0.19654683768749237,0.5795369148254395,0.2019791603088379,0.839352011680603,0.30785104632377625,0.7029538154602051,0.2050136774778366,0.2142913043498993,0.3553655743598938,0.35791197419166565,0.3496097922325134,0.2764906585216522,0.32016098499298096,0.2803919017314911,0.3599916696548462,0.5989269018173218,0.35418564081192017,0.7532404065132141,0.36604583263397217,0.6767515540122986,0.32778048515319824,0.6745224595069885,0.3678126931190491,0.3774604797363281,0.5396617650985718,0.5223079323768616,0.5429933667182922,0.4422791600227356,0.6176331043243408,0.44328248500823975,0.7441228628158569,0.2783755660057068,0.3443215489387512,0.6788809895515442,0.35189393162727356,0.11410148441791534,0.5129888653755188,0.1731639802455902,0.8938255906105042,0.45458707213401794,0.9856001138687134,0.8641073703765869,0.9095321893692017,0.9720873832702637,0.5300852656364441,-3.480726957321167,-8.377650260925293,27.992643356323242,41.1998405456543,60.49041748046875,99.99978637695312,False,97.55545043945312,-11.21587085723877,-4.498199462890625,99.0467758178711
train_07334_aligned.jpg,0.92894446849823,1.031667947769165,0.026543177664279938,-0.0023476071655750275,50,58,False,89.03995513916016,False,88.2850570678711,False,99.99967956542969,Female,99.96383666992188,False,99.99887084960938,False,99.99986267089844,True,65.95465087890625,True,98.54500579833984,63.37890625,8.940696716308594e-05,0.07219314575195312,63.428192138671875,0.0006298223743215203,0.0,5.9604644775390625e-06,0.0,0.28293970227241516,0.3441973626613617,0.6963052153587341,0.3511560559272766,0.30882346630096436,0.7476231455802917,0.6559860706329346,0.7529868483543396,0.5036401152610779,0.5708410739898682,0.12541842460632324,0.2464529573917389,0.37779104709625244,0.22772876918315887,0.256028950214386,0.20308741927146912,0.612722635269165,0.23162056505680084,0.839325487613678,0.25750747323036194,0.7287692427635193,0.21084798872470856,0.20723217725753784,0.340509295463562,0.36417269706726074,0.3496569097042084,0.28307271003723145,0.3242589831352234,0.284339040517807,0.36263346672058105,0.613368809223175,0.3537676930427551,0.765849769115448,0.3496027886867523,0.6973227858543396,0.3310668170452118,0.6930196285247803,0.3692368268966675,0.41301125288009644,0.6116254925727844,0.5646272301673889,0.6139539480209351,0.4888134002685547,0.7093909382820129,0.48363831639289856,0.8317393660545349,0.28293970227241516,0.3441973626613617,0.6963052153587341,0.3511560559272766,0.0126640684902668,0.3367098867893219,0.09296571463346481,0.7795451283454895,0.4716137945652008,1.0397127866744995,0.8146081566810608,0.7905761003494263,0.9046526551246643,0.35054537653923035,-0.5943795442581177,3.0655572414398193,-0.7557676434516907,71.61296844482422,78.64350128173828,99.9999771118164,False,99.80415344238281,1.459054946899414,-7.485795497894287,99.78721618652344
train_09235_aligned.jpg,0.9300525188446045,1.0368155241012573,-0.015246706083416939,-0.016621273010969162,21,29,False,99.999755859375,False,98.84336853027344,False,99.69012451171875,Female,99.9999771118164,False,99.9998779296875,False,100.0,True,59.2318229675293,False,99.62664031982422,1.1920928955078125e-05,100.0,3.5762786865234375e-05,0.00095367431640625,0.0,0.0,0.0034809112548828125,8.344650268554688e-05,0.2593458890914917,0.32765284180641174,0.6904656887054443,0.33532679080963135,0.3065667152404785,0.7394134402275085,0.6666900515556335,0.7431652545928955,0.5751310586929321,0.4970632493495941,0.06768282502889633,0.24710321426391602,0.3805597722530365,0.18631544709205627,0.23918095231056213,0.17188812792301178,0.6259527206420898,0.19097982347011566,0.8122166991233826,0.25905635952949524,0.7328090667724609,0.1809130162000656,0.17132112383842468,0.331714391708374,0.34456512331962585,0.3329170346260071,0.262828528881073,0.3040562570095062,0.26265576481819153,0.34614962339401245,0.6046069264411926,0.3376482129096985,0.7534540295600891,0.3409566879272461,0.6947665214538574,0.3114340305328369,0.6883533596992493,0.3527892231941223,0.4358397424221039,0.5771404504776001,0.593407928943634,0.5787762999534607,0.5249986052513123,0.6713937520980835,0.5141136050224304,0.8049762845039368,0.2593458890914917,0.32765284180641174,0.6904656887054443,0.33532679080963135,-0.13360069692134857,0.41035711765289307,-0.020340871065855026,0.8552629947662354,0.475782573223114,1.0454108715057373,0.7315511107444763,0.8649792671203613,0.7973916530609131,0.4254200756549835,3.678666353225708,19.274507522583008,10.77895450592041,74.16095733642578,67.22731018066406,99.99991607666016,False,98.42955017089844,-8.292198181152344,-6.423717975616455,99.74519348144531
train_09354_aligned.jpg,0.9548410177230835,1.0457277297973633,0.045685842633247375,-0.027263812720775604,14,22,False,97.5223388671875,False,51.12990188598633,False,99.9999771118164,Male,96.73856353759766,False,99.9762191772461,False,99.99671936035156,True,56.17913055419922,True,93.17991638183594,91.259765625,0.14495849609375,8.538818359375,0.005289912223815918,1.986821644095471e-06,0.0,0.027441978454589844,0.0,0.2746325731277466,0.3359724283218384,0.7102081179618835,0.34943142533302307,0.30222731828689575,0.7587361335754395,0.6696744561195374,0.7715532183647156,0.4434511959552765,0.6252613663673401,0.13110296428203583,0.21631240844726562,0.3524329662322998,0.2328662872314453,0.23609022796154022,0.1970916986465454,0.5991199016571045,0.23915408551692963,0.882042646408081,0.23674997687339783,0.732664942741394,0.20997777581214905,0.2031542807817459,0.32514315843582153,0.3605896830558777,0.34320423007011414,0.27158546447753906,0.31775087118148804,0.27580350637435913,0.3556976616382599,0.6228870153427124,0.3508979082107544,0.7917112112045288,0.3429248332977295,0.7078484892845154,0.33074116706848145,0.7065609693527222,0.36885207891464233,0.3875894248485565,0.6374019384384155,0.5473705530166626,0.6420726180076599,0.46221455931663513,0.7450853586196899,0.4658413231372833,0.8668185472488403,0.2746325731277466,0.3359724283218384,0.7102081179618835,0.34943142533302307,0.08941548317670822,0.25471022725105286,0.16321702301502228,0.7275928258895874,0.48218995332717896,1.0636707544326782,0.9219785332679749,0.7476586103439331,1.0265370607376099,0.27869555354118347,1.7635241746902466,-4.844099998474121,-21.168720245361328,76.58199310302734,60.49041748046875,99.9999771118164,False,91.66754913330078,-13.63581657409668,-22.848438262939453,99.72611999511719
train_09283_aligned.jpg,0.9033149480819702,0.9892529845237732,0.04882032424211502,0.03148697689175606,27,35,False,99.23805236816406,False,99.99866485595703,False,100.0,Male,98.15819549560547,False,97.62702178955078,False,99.99479675292969,True,65.40528869628906,True,99.96891021728516,99.609375,0.0,0.3734588623046875,4.470348358154297e-05,1.986821644095471e-06,0.0,0.0,0.0,0.2749577462673187,0.3465981185436249,0.6936407685279846,0.34188348054885864,0.3161522150039673,0.737588107585907,0.6665358543395996,0.7337294816970825,0.4831863045692444,0.49467357993125916,0.1227051317691803,0.27743178606033325,0.3595122992992401,0.20702314376831055,0.2401476502418518,0.19826023280620575,0.597107470035553,0.20395278930664062,0.8431869745254517,0.2684265673160553,0.7179076671600342,0.1922813057899475,0.20215851068496704,0.35328975319862366,0.3579705059528351,0.34970730543136597,0.2736334204673767,0.3237030804157257,0.27775296568870544,0.3640955090522766,0.6101604104042053,0.3467882573604584,0.7666252851486206,0.34672656655311584,0.6925885677337646,0.3187822103500366,0.6906406879425049,0.3592996597290039,0.4080149829387665,0.5783178806304932,0.5604420304298401,0.5764772295951843,0.4854062795639038,0.6657633781433105,0.4878098964691162,0.7946199178695679,0.2749577462673187,0.3465981185436249,0.6936407685279846,0.34188348054885864,0.04103057458996773,0.44538283348083496,0.13338376581668854,0.8652194738388062,0.49321967363357544,1.0279812812805176,0.8595991730690002,0.8563714623451233,0.9408264756202698,0.43395882844924927,-0.7322323322296143,0.6556476354598999,16.496788024902344,66.4710693359375,78.64350128173828,99.99983215332031,False,99.7216796875,7.330124378204346,-17.251501083374023,99.78378295898438
